X,Y
0.05,0.9499999999999992
0.0512178619756427,0.9495539499074238
0.0524357239512855,0.9491045859425774
0.0536535859269282,0.9486506514527608
0.054871447902571,0.94819105210592
0.0560893098782138,0.9477248420932524
0.0573071718538565,0.9472510756059528
0.0585250338294993,0.9467688068352212
0.059742895805142,0.9462770899722532
0.0609607577807848,0.9457749792082448
0.0621786197564276,0.9452615287343944
0.0633964817320703,0.9447357937970684
0.0646143437077131,0.94419725170741
0.0658322056833558,0.943644453239366
0.0670500676589986,0.943076794870272
0.0682679296346414,0.9424936730774626
0.0694857916102841,0.9418944843382744
0.0707036535859269,0.9412786251300452
0.0719215155615696,0.9406454919301092
0.0731393775372124,0.939994481215802
0.0743572395128552,0.93932498946446
0.0755751014884979,0.9386367586862776
0.0767929634641407,0.9379291607231918
0.0780108254397835,0.9372012138443224
0.0792286874154262,0.9364526650072575
0.080446549391069,0.935683261169592
0.0816644113667117,0.9348927492889162
0.0828822733423545,0.9340808763228228
0.0841001353179972,0.933247389228903
0.08531799729364,0.9323920349647484
0.0865358592692828,0.931514560487951
0.0877537212449255,0.9306147127561032
0.0889715832205683,0.9296922387267964
0.0901894451962111,0.9287468853576222
0.0914073071718538,0.927778490697454
0.0926251691474966,0.9267868793128592
0.0938430311231393,0.925771864090706
0.0950608930987821,0.9247333815234074
0.0962787550744249,0.9236713681033718
0.0974966170500676,0.9225857603230134
0.0987144790257104,0.921476494674744
0.0999323410013531,0.9203435076509744
0.1011502029769959,0.919186765792273
0.1023680649526387,0.9180062702603972
0.1035859269282814,0.9168020407059316
0.1048037889039242,0.9155741261998877
0.1060216508795669,0.914322575813278
0.1072395128552097,0.9130474386171156
0.1084573748308525,0.9117487636824112
0.1096752368064952,0.910426600080177
0.110893098782138,0.9090810472871445
0.1121109607577807,0.9077120439578308
0.1133288227334235,0.9063196170772938
0.1145466847090663,0.904903885191814
0.115764546684709,0.903464966847668
0.1169824086603518,0.9020029805911364
0.1182002706359945,0.9005180449684979
0.1194181326116373,0.8990102785260299
0.1206359945872801,0.8974798070625423
0.1218538565629228,0.8959267750399691
0.1230717185385656,0.8943513578379994
0.1242895805142083,0.8927537384302449
0.1255074424898511,0.8911340997903153
0.1267253044654939,0.889492624891819
