A=0,A=5,A=10,A=20,Y
1.0,1.0000019073471775,0.9999923705938267,0.9999847411876536,0.0
1.0,1.292083403817378,1.6397196650505066,2.397805795422755,0.1111111111111111
1.0,1.4658085048140492,1.9664137445826781,2.998046114086174,0.2222222222222222
1.0,1.5687997707849717,2.151190626990865,3.3265547654591496,0.3333333333333333
1.0,1.6181403421738652,2.2380066908779552,3.479017992032459,0.4444444444444444
1.0,1.6192386376147625,2.2399282820726514,3.482381296058884,0.5555555555555556
1.0,1.572130008527529,2.1570830923672473,3.336932836472988,0.6666666666666666
1.0,1.4718350152819768,1.9773764933925122,3.0177101870518523,0.7777777777777777
1.0,1.3019732060784008,1.6589882218715504,2.434157242788933,0.8888888888888888
1.0,1.0000019073471775,0.9999923705938272,0.9999847411876545,1.0
