X,Y,Y_pred_0
0.05,0.9499999999999992,0.9587229591660815
0.0512178619756427,0.9495539499074238,0.9579991632150212
0.0524357239512855,0.9491045859425774,0.9572632013332918
0.0536535859269282,0.9486506514527608,0.9565149204116816
0.054871447902571,0.94819105210592,0.9557541678090196
0.0560893098782138,0.9477248420932524,0.954980791473386
0.0573071718538565,0.9472510756059528,0.9541946400678681
0.0585250338294993,0.9467688068352212,0.9533955631009087
0.059742895805142,0.9462770899722532,0.9525834110612947
0.0609607577807848,0.9457749792082448,0.9517580355578292
0.0621786197564276,0.9452615287343944,0.9509192894637204
0.0633964817320703,0.9447357937970684,0.9500670270657201
0.0646143437077131,0.94419725170741,0.9492011042180318
0.0658322056833558,0.943644453239366,0.9483213785010077
0.0670500676589986,0.943076794870272,0.9474277093846442
0.0682679296346414,0.9424936730774626,0.946519958396874
0.0694857916102841,0.9418944843382744,0.9455979892966574
0.0707036535859269,0.9412786251300452,0.9446616682518453
0.0719215155615696,0.9406454919301092,0.9437108640218022
0.0731393775372124,0.939994481215802,0.9427454481447541
0.0743572395128552,0.93932498946446,0.941765295129812
0.0755751014884979,0.9386367586862776,0.9407702826536288
0.0767929634641407,0.9379291607231918,0.9397602917616207
0.0780108254397835,0.9372012138443224,0.9387352070736833
0.0792286874154262,0.9364526650072575,0.9376949169943127
0.080446549391069,0.935683261169592,0.9366393139270439
0.0816644113667117,0.9348927492889162,0.9355682944930893
0.0828822733423545,0.9340808763228228,0.9344817597540632
0.0841001353179972,0.933247389228903,0.933379615438659
0.08531799729364,0.9323920349647484,0.932261772173128
0.0865358592692828,0.931514560487951,0.9311281457154096
0.0877537212449255,0.9306147127561032,0.9299786571927332
0.0889715832205683,0.9296922387267964,0.9288132333425084
0.0901894451962111,0.9287468853576222,0.9276318067563037
0.0914073071718538,0.927778490697454,0.9264343161267024
0.0926251691474966,0.9267868793128592,0.9252207064967995
0.0938430311231393,0.925771864090706,0.923990929512108
0.0950608930987821,0.9247333815234074,0.9227449436746068
0.0962787550744249,0.9236713681033718,0.9214827145986692
0.0974966170500676,0.9225857603230134,0.9202042152685757
0.0987144790257104,0.921476494674744,0.9189094262973189
0.0999323410013531,0.9203435076509744,0.9175983361863834
0.1011502029769959,0.919186765792273,0.9162709415861688
0.1023680649526387,0.9180062702603972,0.9149272475567185
0.1035859269282814,0.9168020407059316,0.9135672678283915
0.1048037889039242,0.9155741261998877,0.9121910250621148
0.1060216508795669,0.914322575813278,0.9107985511088253
0.1072395128552097,0.9130474386171156,0.9093898872677088
0.1084573748308525,0.9117487636824112,0.907965084542829
0.1096752368064952,0.910426600080177,0.9065242038977275
0.110893098782138,0.9090810472871445,0.9050673165075557
0.1121109607577807,0.9077120439578308,0.9035945040083075
0.1133288227334235,0.9063196170772938,0.9021058587426933
0.1145466847090663,0.904903885191814,0.9006014840021987
0.115764546684709,0.903464966847668,0.8990814942648571
0.1169824086603518,0.9020029805911364,0.8975460154282572
0.1182002706359945,0.9005180449684979,0.8959951850373079
0.1194181326116373,0.8990102785260299,0.8944291525062662
0.1206359945872801,0.8974798070625423,0.8928480793345368
0.1218538565629228,0.8959267750399691,0.8912521393157472
0.1230717185385656,0.8943513578379994,0.8896415187395968
0.1242895805142083,0.8927537384302449,0.8880164165859832
0.1255074424898511,0.8911340997903153,0.8863770447108973
0.1267253044654939,0.889492624891819,0.8847236280236008
0.1279431664411366,0.8878294967083682,0.8830564046545721
0.1291610284167794,0.8861448982135716,0.8813756261137455
0.1303788903924222,0.8844390009232899,0.8796815574385405
0.1315967523680649,0.8827120425836362,0.8779744773312103
0.1328146143437077,0.8809642552767492,0.8762546782850303
0.1340324763193504,0.8791958541006032,0.8745224666988638
0.1352503382949932,0.8774070541531775,0.8727781629796529
0.1364682002706359,0.8755980705324481,0.8710221016323921
0.1376860622462787,0.8737691183363945,0.8692546313371535
0.1389039242219215,0.8719204126629914,0.8674761150127543
0.1401217861975642,0.8700523434083991,0.8656869298666723
0.141339648173207,0.8681646715310648,0.8638874674308173
0.1425575101488498,0.8662573623666272,0.8620781335828147
0.1437753721244925,0.8643305701683086,0.8602593485524441
0.1449932341001353,0.8623844491893298,0.8584315469129228
0.146211096075778,0.86041915368291,0.8565951775567388
0.1474289580514208,0.8584348379022712,0.8547507036557451
0.1486468200270636,0.8564316561006335,0.8528986026052844
0.1498646820027063,0.8544098502443378,0.8510393659521066
0.1510825439783491,0.8523699475067059,0.849173499305881
0.1523004059539918,0.8503127038279368,0.8473015222341435
0.1535182679296346,0.8482389684788088,0.8454239681405151
0.1547361299052774,0.8461497748358312,0.8435413841261044
0.1559539918809201,0.8440463909671827,0.8416543308339695
0.1571718538565629,0.8419301694306623,0.8397633822766204
0.1583897158322056,0.8398025288628198,0.8378691256465028
0.1596075778078484,0.8376650265480865,0.8359721611094758
0.1608254397834912,0.8355192436272555,0.8340731015813161
0.1620433017591339,0.833366782571713,0.8321725724872998
0.1632611637347767,0.8312092953952984,0.8302712115049523
0.1644790257104194,0.8290484170045749,0.8283696682900813
0.1656968876860622,0.8268857603425465,0.826468604186242
0.1669147496617049,0.8247229856480613,0.8245686919177946
0.1681326116373477,0.822561753159969,0.8226706152667651
