-0.8999999999998526,-0.8501333360310048
-0.8998978763371194,-0.8508869087772413
-0.8997956531852915,-0.8564149050309487
-0.899693330560585,-0.8655046772699074
-0.8995909085278636,-0.8632633911891127
-0.899488387135775,-0.8627945075711467
-0.8993857664329669,-0.8672834784716575
-0.8992830464828289,-0.8704638008918073
-0.8991802273045252,-0.8696017646368341
-0.8990773089599712,-0.861726551590616
-0.8989742915007629,-0.8644274204135185
-0.8988711749888157,-0.8586763384642943
-0.8987679594418199,-0.8599877180403267
-0.8986646449408547,-0.8605794428341466
-0.8985612315021363,-0.863940227630413
-0.8984577192052701,-0.8694890621605339
-0.8983541080679461,-0.8670339040648546
-0.898250398171244,-0.8766789293808667
-0.8981465895475955,-0.8715474509725399
-0.8980426822456486,-0.8896423235900216
-0.8979386763125766,-0.8775771757854444
-0.8978345717985017,-0.8768480673058884
-0.8977303687668132,-0.867297346433453
-0.8976260672366755,-0.8711017189766855
-0.8975216672700039,-0.8722535074061892
-0.897417168931662,-0.8725170290843631
-0.8973125722555559,-0.8734403338332869
-0.8972078772903335,-0.8684680409506197
-0.8971030840846422,-0.8746848490929658
-0.896998192685656,-0.8780895750681292
-0.8968932031582382,-0.8858420435189065
-0.8967881155200791,-0.8818490958151286
-0.8966829298522583,-0.8777967113943526
-0.8965776461857334,-0.8666533942957895
-0.8964722645868424,-0.868520493724518
-0.8963667850703269,-0.8734660971362022
-0.8962612077187406,-0.8718908051354305
-0.8961555325630415,-0.8720055786976674
-0.896049759651877,-0.8578462532799941
-0.8959438890368434,-0.8672943080448808
-0.8958379207783819,-0.8603402495620812
-0.8957318548956565,-0.8724575048561362
-0.8956256914844889,-0.8821362505065791
-0.895519430546353,-0.8763260006319297
-0.8954130721608544,-0.8679889558359913
-0.8953066163442089,-0.8633419013211363
-0.8952000631951863,-0.8652728249508868
-0.8950934127123124,-0.8568908955951817
-0.8949866649766667,-0.8556783091705071
-0.8948798200221554,-0.8527063333362594
-0.8947728778959518,-0.8570139948865954
-0.8946658386629199,-0.8519594801889455
-0.8945587023554915,-0.8539249238647704
-0.8944514690400043,-0.8629267276312644
-0.8943441387312,-0.8614821519809335
-0.8942367115101584,-0.8639870673281603
-0.8941291874255272,-0.8598949482483127
-0.8940215665097382,-0.8681243312817127
-0.8939138488129132,-0.8603528082882728
-0.8938060343822262,-0.8616155521846248
-0.8936981232825404,-0.8542400839210847
-0.893590115546288,-0.8544502688733261
-0.8934820112383325,-0.8573841745851701
-0.8933738103911057,-0.8526609777923863
-0.8932655130694714,-0.8631960383212249
-0.8931571193058615,-0.8537366571845796
-0.8930486291503977,-0.8662068516067128
-0.8929400426649956,-0.8696598366877798
-0.8928313598835611,-0.8778393062262153
-0.892722580872432,-0.8706350852462593
-0.8926137056610918,-0.8647204696512525
-0.8925047343158784,-0.858200102764137
-0.8923956668692237,-0.8528826730256718
-0.8922865033712495,-0.8687460259186949
-0.8921772438838712,-0.8641892121630433
-0.8920678884572107,-0.8672788590451492
-0.8919584371237,-0.8764497271110508
-0.8918488899319867,-0.8719941980308267
-0.8917392469454604,-0.8821828285417911
-0.8916295082157171,-0.8756462586426773
-0.8915196737722403,-0.8771465523314588
-0.891409743665152,-0.8686882657524719
-0.891299717959316,-0.8631564679593337
-0.8911895967033797,-0.8690454288075489
-0.8910793799297754,-0.8670182285893226
-0.8909690677018922,-0.8720836869954923
-0.8908586600536365,-0.8595031592134351
-0.8907481570498715,-0.872236733314941
-0.8906375587215554,-0.8711351022651894
-0.8905268651350257,-0.8739761245442212
-0.8904160763389303,-0.8705042707652915
