a,b,c,d,knot_start_value
-0.008177481006184867,0.0086409798945127,0.33003973565630845,-0.00019664808083553077,0
0.010557097873968874,-0.06506233587904094,0.16082813681989516,0.8501926455513433,3
0.007127947927371522,-0.034156913491155745,0.06305484922822363,0.9557255260963644,4
0.003701844425828542,-0.012555619842981217,0.01607182323780519,0.9916718651416307,5
0.00035627936943577465,-0.0013820438251604117,0.0019526104091980162,0.9990273575509929,6
0.00011109944181831449,-0.0003259062060607526,0.00029061392905678496,0.999911907653875,7
-1.3365941641550803e-07,1.1582455703542174e-06,-2.4274344744140697e-06,1.0000003562765463,8
