a,b,c,d,knot_start_value
-0.016305071466299833,0.21403866798010673,-0.04087166161402167,0.006967899152958052,0
-0.011002933957277038,0.10616462316524558,0.6613036217890429,0.6567868876732237,2
1.603516362553561e-05,-0.00017682414704286303,1.0004629178774467,4.299104239927018,6
