A=0,A=5,A=10,A=20,Y
1.0,3.077363688477557,5.2447674228941095,9.611036207192042,0.47500000000000003
1.0,3.086374481033865,5.261071296100778,9.641388238253711,0.48
1.0,3.0952653825433236,5.277154527097635,9.671327620378188,0.485
1.0,3.1040377032184567,5.293019668049714,9.7008591986297,0.49
1.0,3.1126927194547895,5.3086692027739515,9.729987687034763,0.495
1.0,3.1212316749116584,5.324105549027785,9.758717673024124,0.5
1.0,3.1296557815471595,5.3393310606965,9.78705362167601,0.505
1.0,3.137966220609565,5.354348029884686,9.814999879771298,0.51
1.0,3.1461641435873964,5.369158688916841,9.842560679670608,0.515
1.0,3.1542506731202153,5.38376521225184,9.869740143022684,0.52
1.0,3.162226903872066,5.398169718315707,9.896542284312813,0.525
1.0,3.1700939033693993,5.412374271256848,9.922971014259577,0.53
1.0,3.1778527128051968,5.426380882627662,9.949030143067617,0.535
1.0,3.1855043478109164,5.440191512996212,9.974723383543743,0.54
1.0,3.1930497991977895,5.453808073491425,10.000054354083195,0.545
1.0,3.2004900336689146,5.4672324272850625,10.025026581532506,0.55
1.0,3.207825994503511,5.4804663910135645,10.049643503935034,0.555
1.0,3.2150586022146173,5.49351173614264,10.073908473164865,0.56
1.0,3.2221887551814596,5.50637019027734,10.097824757454475,0.5650000000000001
1.0,3.229217330257633,5.5190434384202,10.12139554382122,0.5700000000000001
1.0,3.2361451833561894,5.531533124179868,10.144623940397443,0.5750000000000001
1.0,3.2429731500126633,5.543840850932536,10.167512978668723,0.58
1.0,3.2497020459270107,5.555968182938326,10.190065615624528,0.585
1.0,3.256332667485386,5.567916646414696,10.212284735825307,0.59
1.0,3.262865792262633,5.579687730568808,10.23417315338983,0.595
1.0,3.269302179506323,5.591282888590681,10.255733613906397,0.6
1.0,3.2756425706031265,5.602703538608888,10.27696879627129,0.605
1.0,3.281887689528269,5.6139510646104345,10.297881314457753,0.61
1.0,3.2880382432787765,5.625026817326367,10.318473719218499,0.615
1.0,3.29409492229119,5.635932115084616,10.338748499724694,0.62
1.0,3.300058400844388,5.64666824463146,10.358708085144121,0.625
1.0,3.305929337448124,5.65723646192294,10.378354846161155,0.63
1.0,3.3117083752178615,5.667637992887495,10.397691096441008,0.635
1.0,3.3173961422364533,5.677874034161016,10.416719094040598,0.64
1.0,3.3229932519031924,5.687945753795457,10.435441042768248,0.645
1.0,3.32850030327073,5.697854291942078,10.45385909349435,0.65
1.0,3.333917881370337,5.707600761510362,10.471975345414986,0.655
1.0,3.339246557525962,5.717186248803573,10.489791847270423,0.66
1.0,3.3444868896575115,5.726611814131889,10.507310598520293,0.665
1.0,3.349639422573769,5.735878492403994,10.524533550477182,0.67
1.0,3.354704688255341,5.744987293697972,10.541462607400266,0.675
1.0,3.3596832061280004,5.753939203812306,10.55809962755057,0.68
1.0,3.364575483326787,5.76273518479774,10.574446424209317,0.685
1.0,3.369382014951203,5.771376175470741,10.590504766660796,0.6900000000000001
1.0,3.3741032843118273,5.7798630919092435,10.6062763811411,0.6950000000000001
1.0,3.378739763168656,5.788196827931342,10.621762951754004,0.7000000000000001
1.0,3.3832919119614675,5.79637825555757,10.63696612135522,0.705
1.0,3.3877601800324886,5.80440822545734,10.651887492406201,0.71
1.0,3.3921450058416394,5.812287567380161,10.666528627798584,0.715
1.0,3.3964468171746045,5.820017090572126,10.680891051650367,0.72
1.0,3.400666031343982,5.827597584178242,10.6949762500748,0.725
1.0,3.4048030553837445,5.8350298176310655,10.708785671922985,0.73
1.0,3.4088582862372356,5.842314541026141,10.722320729501083,0.735
1.0,3.412832110938916,5.849452485484677,10.735582799263032,0.74
1.0,3.4167249067900665,5.856444363503912,10.748573222479592,0.745
1.0,3.420537041528641,5.863290869295575,10.761293305884552,0.75
1.0,3.4242688734934625,5.869992679112835,10.773744322298827,0.755
1.0,3.427920751782937,5.876550451566124,10.785927511233213,0.76
1.0,3.4314930164084574,5.882964827928188,10.797844079470487,0.765
1.0,3.434985998442665,5.88923643242872,10.8094952016275,0.77
1.0,3.4384000201627254,5.895365872538901,10.820882020697956,0.775
1.0,3.441735395188765,5.901353739246157,10.832005648576418,0.78
1.0,3.444992428617618,5.907200607319453,10.84286716656419,0.785
1.0,3.4481714171520204,5.912907035565391,10.85346762585759,0.79
1.0,3.4512726492253796,5.918473567075408,10.863808048019164,0.795
1.0,3.45429640512225,5.923900729464316,10.873889425432356,0.8
1.0,3.4572429570946333,5.9291890351004675,10.883712721740112,0.805
1.0,3.4601125694742234,5.934338981327747,10.893278872267885,0.81
1.0,3.462905498780698,5.939351050679662,10.902588784431495,0.8150000000000001
1.0,3.4656219938261734,5.944225711085715,10.91164333813026,0.8200000000000001
1.0,3.4682622958159155,5.948963416070304,10.92044338612581,0.8250000000000001
1.0,3.470826638445409,5.953564604944323,10.928989754406976,0.8300000000000001
1.0,3.4733152479938774,5.958029702989668,10.93728324254112,0.835
1.0,3.4757283434143367,5.962359121636835,10.945324624012263,0.84
1.0,3.4780661364202774,5.966553258635784,10.95311464654635,0.845
1.0,3.480328831569047,5.9706124982202295,10.960654032423971,0.85
1.0,3.482516626342014,5.9745372112655275,10.967943478780864,0.855
1.0,3.48462971122159,5.978327755440305,10.97498365789647,0.86
1.0,3.486668269765174,5.981984475351985,10.981775217470842,0.865
1.0,3.488632478676094,5.985507702686336,10.988318780890161,0.87
1.0,3.4905225078716016,5.988897756341188,10.99461494748112,0.875
1.0,3.4923385205479898,5.992154942554434,11.00066429275443,0.88
1.0,3.494080673242883,5.995279555026446,11.006467368637649,0.885
1.0,3.495749115894763,5.998271875037005,11.012024703697598,0.89
1.0,3.4973439918997777,6.001132171556871,11.017336803352524,0.895
1.0,3.4988654381658852,6.003860701354077,11.022404150074244,0.9
1.0,3.50031358516438,6.006457709095065,11.027227203580448,0.905
1.0,3.501688556978846,6.008923427440738,11.031806401017326,0.91
1.0,3.502990471351581,6.011258077137528,11.036142157132703,0.915
1.0,3.504219439727527,6.013461867103552,11.040234864439837,0.92
1.0,3.5053755672957516,6.015534994509942,11.044084893372018,0.925
1.0,3.506458953028512,6.017477644857419,11.047692592428122,0.93
1.0,3.5074696897179316,6.019289992048181,11.05105828830925,0.935
1.0,3.5084078640103296,6.0209721984531575,11.054182286046562,0.9400000000000001
1.0,3.509273556438223,6.022524414974713,11.057064869120437,0.9450000000000001
1.0,3.510066841450035,6.023946781104835,11.059706299571058,0.9500000000000001
1.0,3.510787787437531,6.025239424978861,11.062106818100519,0.9550000000000001
1.0,3.5114364567610052,6.026402463424804,11.064266644166551,0.96
1.0,3.5120129057722442,6.027436002008306,11.066185976067942,0.965
1.0,3.5125171848352794,6.028340135073262,11.067864991021734,0.97
1.0,3.5129493383449506,6.029114945778159,11.069303845232268,0.975
1.0,3.513309404743294,6.029760506128149,11.070502673952122,0.98
1.0,3.513597416533771,6.030276877002893,11.071461591535016,0.985
1.0,3.513813400293345,6.030664108180198,11.072180691480721,0.99
1.0,3.513957376682423,6.030922238355463,11.072660046472004,0.995
1.0,3.514029360452664,6.03105129515696,11.072899708403666,1.0
