  200  200
  0.00000000E+00 -0.00000000E+00
  0.00000000E+00  5.02512563E-06
  0.00000000E+00  1.00502513E-05
  0.00000000E+00  1.50753769E-05
  0.00000000E+00  2.01005025E-05
  0.00000000E+00  2.51256281E-05
  0.00000000E+00  3.01507538E-05
  0.00000000E+00  3.51758794E-05
  0.00000000E+00  4.02010050E-05
  0.00000000E+00  4.52261307E-05
  0.00000000E+00  5.02512563E-05
  0.00000000E+00  5.52763819E-05
  0.00000000E+00  6.03015075E-05
  0.00000000E+00  6.53266332E-05
  0.00000000E+00  7.03517588E-05
  0.00000000E+00  7.53768844E-05
  0.00000000E+00  8.04020101E-05
  0.00000000E+00  8.54271357E-05
  0.00000000E+00  9.04522613E-05
  0.00000000E+00  9.54773869E-05
  0.00000000E+00  1.00502513E-04
  0.00000000E+00  1.05527638E-04
  0.00000000E+00  1.10552764E-04
  0.00000000E+00  1.15577889E-04
  0.00000000E+00  1.20603015E-04
  0.00000000E+00  1.25628141E-04
  0.00000000E+00  1.30653266E-04
  0.00000000E+00  1.35678392E-04
  0.00000000E+00  1.40703518E-04
  0.00000000E+00  1.45728643E-04
  0.00000000E+00  1.50753769E-04
  0.00000000E+00  1.55778894E-04
  0.00000000E+00  1.60804020E-04
  0.00000000E+00  1.65829146E-04
  0.00000000E+00  1.70854271E-04
  0.00000000E+00  1.75879397E-04
  0.00000000E+00  1.80904523E-04
  0.00000000E+00  1.85929648E-04
  0.00000000E+00  1.90954774E-04
  0.00000000E+00  1.95979899E-04
  0.00000000E+00  2.01005025E-04
  0.00000000E+00  2.06030151E-04
  0.00000000E+00  2.11055276E-04
  0.00000000E+00  2.16080402E-04
  0.00000000E+00  2.21105528E-04
  0.00000000E+00  2.26130653E-04
  0.00000000E+00  2.31155779E-04
  0.00000000E+00  2.36180905E-04
  0.00000000E+00  2.41206030E-04
  0.00000000E+00  2.46231156E-04
  0.00000000E+00  2.51256281E-04
  0.00000000E+00  2.56281407E-04
  0.00000000E+00  2.61306533E-04
  0.00000000E+00  2.66331658E-04
  0.00000000E+00  2.71356784E-04
  0.00000000E+00  2.76381910E-04
  0.00000000E+00  2.81407035E-04
  0.00000000E+00  2.86432161E-04
  0.00000000E+00  2.91457286E-04
  0.00000000E+00  2.96482412E-04
  0.00000000E+00  3.01507538E-04
  0.00000000E+00  3.06532663E-04
  0.00000000E+00  3.11557789E-04
  0.00000000E+00  3.16582915E-04
  0.00000000E+00  3.21608040E-04
  0.00000000E+00  3.26633166E-04
  0.00000000E+00  3.31658291E-04
  0.00000000E+00  3.36683417E-04
  0.00000000E+00  3.41708543E-04
  0.00000000E+00  3.46733668E-04
  0.00000000E+00  3.51758794E-04
  0.00000000E+00  3.56783920E-04
  0.00000000E+00  3.61809045E-04
  0.00000000E+00  3.66834171E-04
  0.00000000E+00  3.71859296E-04
  0.00000000E+00  3.76884422E-04
  0.00000000E+00  3.81909548E-04
  0.00000000E+00  3.86934673E-04
  0.00000000E+00  3.91959799E-04
  0.00000000E+00  3.96984925E-04
  0.00000000E+00  4.02010050E-04
  0.00000000E+00  4.07035176E-04
  0.00000000E+00  4.12060302E-04
  0.00000000E+00  4.17085427E-04
  0.00000000E+00  4.22110553E-04
  0.00000000E+00  4.27135678E-04
  0.00000000E+00  4.32160804E-04
  0.00000000E+00  4.37185930E-04
  0.00000000E+00  4.42211055E-04
  0.00000000E+00  4.47236181E-04
  0.00000000E+00  4.52261307E-04
  0.00000000E+00  4.57286432E-04
  0.00000000E+00  4.62311558E-04
  0.00000000E+00  4.67336683E-04
  0.00000000E+00  4.72361809E-04
  0.00000000E+00  4.77386935E-04
  0.00000000E+00  4.82412060E-04
  0.00000000E+00  4.87437186E-04
  0.00000000E+00  4.92462312E-04
  0.00000000E+00  4.97487437E-04
  0.00000000E+00  5.02512563E-04
  0.00000000E+00  5.07537688E-04
  0.00000000E+00  5.12562814E-04
  0.00000000E+00  5.17587940E-04
  0.00000000E+00  5.22613065E-04
  0.00000000E+00  5.27638191E-04
  0.00000000E+00  5.32663317E-04
  0.00000000E+00  5.37688442E-04
  0.00000000E+00  5.42713568E-04
  0.00000000E+00  5.47738693E-04
  0.00000000E+00  5.52763819E-04
  0.00000000E+00  5.57788945E-04
  0.00000000E+00  5.62814070E-04
  0.00000000E+00  5.67839196E-04
  0.00000000E+00  5.72864322E-04
