eta,f,g,h
0.0,0.0,0.0,1.2323887445720385
0.05,0.0015094619236303835,0.06037851707552104,1.1826176492763736
0.1,0.0059754659790238075,0.11826176492763736,1.1328465539807087
0.15000000000000002,0.013273584465071299,0.17366317247359192,1.0834241583756976
0.2,0.02328026144331518,0.22660418076520714,1.0345037338272982
0.25,0.03587319591536571,0.27711354585632175,0.9862248891177291
0.30000000000000004,0.050931690843810565,0.32522666967698005,0.9387141221268508
0.35000000000000003,0.0683369693958287,0.37098495806900683,0.8920853559192515
0.4,0.08797245974973457,0.4144352052689052,0.8464404616898646
0.45,0.10972404977182497,0.4556290042379933,0.8018697706974537
0.5,0.13348031284337059,0.4946221823386506,0.7584525770321843
0.55,0.1591327060946796,0.5314742619412117,0.7162576328099252
0.6000000000000001,0.1865757422842278,0.5662479456196431,0.6753436371530941
0.65,0.21570713654531537,0.5990086256565211,0.6357597200990373
0.7000000000000001,0.2464279292100303,0.6298239176295468,0.5975459223669277
0.75,0.27864258590994373,0.6587632178932139,0.5607336717093481
0.8,0.31225907614442455,0.6858972848004816,0.5253462563728251
0.8500000000000001,0.34718893150023233,0.7112978435304964,0.4913992959915814
0.9,0.38334728469963086,0.7350372143996398,0.45890121004047546
0.9500000000000001,0.42065289064816147,0.757187964534544,0.4278536837775637
1.0,0.4590281306469394,0.7778225827773961,0.398252131415493
1.05,0.4983990009274076,0.7970131776760933,0.3700861560760649
1.1,0.5386950866584387,0.8148311983850026,0.3433400059066727
1.1500000000000001,0.579849522566082,0.8313471782667605,0.317993025573553
1.2000000000000002,0.6217989412946912,0.8466305009423579,0.2940201021979949
1.25,0.6644834106242745,0.86074918848656,0.27139210467073127
1.3,0.7078463606423574,0.873769711409431,0.2500763151693153
1.35,0.7518345019491486,0.8857568200034915,0.23003685161602228
1.4000000000000001,0.7963977359521552,0.8967733965710333,0.21123507975138844
1.4500000000000002,0.8414890582804285,0.9068803279786304,0.19363001346249686
1.5,0.8870644563192577,0.916136397917283,0.17717870199664199
1.55,0.9330828018333426,0.9245981981782946,0.1618366027098117
1.6,0.9795057396103118,0.9323200581882641,0.1475579380455705
1.6500000000000001,1.0262975730170276,0.9393539919828516,0.13429603551221247
1.7000000000000002,1.0734251473186143,0.9457496617394854,0.122003649522745
