X,Y,Z,U,V
0.5799999999999998,0.2,0.0,5.4400960898975164e-06,3.696074098835864e-06
0.5799999999999998,0.22,0.0,5.010772569861566e-06,3.550506994898406e-06
0.5799999999999998,0.2399999999999999,0.0,4.6096238476032015e-06,3.4013239361744498e-06
0.5799999999999998,0.26,0.0,4.23542250252534e-06,3.2500584310143133e-06
0.5799999999999998,0.28,0.0,3.8869167031606205e-06,3.0980432584262336e-06
0.5799999999999998,0.2999999999999999,0.0,3.5628445734311074e-06,2.9464293922057775e-06
0.5799999999999998,0.32,0.0,3.26194624018034e-06,2.796203582682976e-06
0.5799999999999998,0.34,0.0,2.9829738518819457e-06,2.6482046327533407e-06
0.5799999999999998,0.3599999999999999,0.0,2.724699829605949e-06,2.5031384170555143e-06
0.5799999999999998,0.38,0.0,2.485923583702406e-06,2.3615917021024886e-06
0.5799999999999998,0.4,0.0,2.2654769035975656e-06,2.2240448312231783e-06
0.5799999999999998,0.4199999999999999,0.0,2.062228203856776e-06,2.090883341720034e-06
0.5799999999999998,0.44,0.0,1.8750857874265085e-06,1.962408583107345e-06
0.5799999999999998,0.46,0.0,1.7030002668105709e-06,1.838847405067216e-06
0.5799999999999998,0.4799999999999999,0.0,1.544966265870342e-06,1.7203609822270493e-06
0.5799999999999998,0.5,0.0,1.4000235089074428e-06,1.6070528403678851e-06
0.5799999999999998,0.52,0.0,1.267257389581674e-06,1.498976145516941e-06
0.5799999999999998,0.54,0.0,1.1457990998949148e-06,1.3961403138121696e-06
0.5799999999999998,0.56,0.0,1.0348253887694577e-06,1.2985169962552872e-06
0.5799999999999998,0.5799999999999998,0.0,9.335580104942696e-07,1.2060454886514598e-06
0.5799999999999998,0.5999999999999999,0.0,8.412629153322766e-07,1.1186376132868307e-06
0.5799999999999998,0.62,0.0,7.572492277101716e-07,1.036182115302429e-06
0.5799999999999998,0.64,0.0,6.808680514952771e-07,9.585486133390557e-07
0.5799999999999998,0.66,0.0,6.115111367617118e-07,8.855911408831599e-07
0.5799999999999998,0.68,0.0,5.48609438037013e-07,8.17151311851346e-07
0.5799999999999998,0.7,0.0,4.916315901919553e-07,7.530611413105575e-07
0.5799999999999998,0.7199999999999999,0.0,4.4008232479880185e-07,6.931455498321911e-07
0.5799999999999998,0.7399999999999999,0.0,3.9350084685819993e-07,6.372245778054034e-07
0.5799999999999998,0.76,0.0,3.514591892175903e-07,5.851153340682066e-07
0.5799999999999998,0.78,0.0,3.135605597206242e-07,5.366337014333216e-07
0.5799999999999998,0.8,0.0,2.7943769409390866e-07,4.91595820067899e-07
0.5799999999999998,0.82,0.0,2.487512257589172e-07,4.498193682116226e-07
0.5799999999999998,0.8399999999999999,0.0,2.2118808212446285e-07,4.111246583674266e-07
0.5799999999999998,0.8599999999999999,0.0,1.964599154457317e-07,3.753355658559129e-07
0.5799999999999998,0.88,0.0,1.7430157501101674e-07,3.422803054736663e-07
0.5799999999999998,0.9,0.0,1.5446962622201472e-07,3.1179207092402497e-07
0.5799999999999998,0.92,0.0,1.367409210557061e-07,2.8370955068566507e-07
0.5799999999999998,0.94,0.0,1.2091122342536354e-07,2.578773330406341e-07
0.5799999999999998,0.96,0.0,1.0679389208670325e-07,2.3414621209192855e-07
0.5799999999999998,0.98,0.0,9.421862295531586e-08,2.1237340575562095e-07
0.5799999999999998,1.0,0.0,8.303025200689691e-08,1.9242269590942122e-07
0.5799999999999998,1.02,0.0,7.308761931664531e-08,1.74164500115001e-07
0.5799999999999998,1.04,0.0,6.426249425314301e-08,1.5747588360291562e-07
0.5799999999999998,1.06,0.0,5.643856137003445e-08,1.4224051951471057e-07
0.5799999999999998,1.08,0.0,4.951046613103687e-08,1.2834860473554086e-07
0.5799999999999998,1.1,0.0,4.33829192555806e-08,1.1569673802146855e-07
0.5799999999999998,1.12,0.0,3.79698581791523e-08,1.0418776652800949e-07
0.5799999999999998,1.14,0.0,3.319366387977808e-08,9.373060628001184e-08
0.5799999999999998,1.16,0.0,2.8984431125740736e-08,8.424004158733043e-08
0.5799999999999998,1.18,0.0,2.5279290045394415e-08,7.563650790570875e-08
0.5799999999999998,1.2,0.0,2.2021776803781306e-08,6.784586216754893e-08
0.5799999999999998,1.22,0.0,1.9161251088782648e-08,6.079914416249561e-08
0.5799999999999998,1.24,0.0,1.6652358058022128e-08,5.443233213258355e-08
0.5799999999999998,1.26,0.0,1.4454532373141772e-08,4.868609536060189e-08
0.5799999999999998,1.28,0.0,1.2531541947037502e-08,4.350554617269664e-08
0.5799999999999998,1.3,0.0,1.0851069049018858e-08,3.883999344636557e-08
0.5799999999999998,1.32,0.0,9.384326449708995e-09,3.464269941206772e-08
0.5799999999999998,1.34,0.0,8.105706339095461e-09,3.0870641259765444e-08
0.5799999999999998,1.36,0.0,6.9924598149683485e-09,2.748427880983732e-08
0.5799999999999998,1.38,0.0,6.024404812743119e-09,2.4447329279861568e-08
0.5799999999999998,1.4,0.0,5.183660429273072e-09,2.172654997363563e-08
0.5799999999999998,1.42,0.0,4.454405680831316e-09,1.9291529535272545e-08
0.5799999999999998,1.44,0.0,3.822660827302738e-09,1.7114488248076823e-08
0.5799999999999998,1.46,0.0,3.2760894892803165e-09,1.5170087713898655e-08
0.5799999999999998,1.48,0.0,2.8038198808969444e-09,1.343525012254506e-08
0.5799999999999998,1.5,0.0,2.3962835777008727e-09,1.1888987211334756e-08
0.5799999999999998,1.52,0.0,2.0450703347163273e-09,1.05122389207844e-08
0.5799999999999998,1.54,0.0,1.7427975641826168e-09,9.287721672497691e-09
0.5799999999999998,1.56,0.0,1.4829931746307586e-09,8.199786128418758e-09
0.5799999999999998,1.58,0.0,1.259990562354455e-09,7.2342842355729544e-09
0.5799999999999998,1.6,0.0,1.0688346324892078e-09,6.378445316166756e-09
0.5799999999999998,1.62,0.0,9.051978094558014e-10,5.620760928422087e-09
0.5799999999999998,1.64,0.0,7.653050751649446e-10,4.9508781978045005e-09
0.5799999999999998,1.66,0.0,6.458671479080192e-10,4.359501300456401e-09
0.5799999999999998,1.68,0.0,5.440209851299868e-10,3.838300769814249e-09
0.5799999999999998,1.7,0.0,4.5727685920664567e-10,3.3798302927846044e-09
0.5799999999999998,1.72,0.0,3.834713168894655e-10,2.97745066275312e-09
0.5799999999999998,1.74,0.0,3.207253902362684e-10,2.6252605624409667e-09
0.5799999999999998,1.76,0.0,2.674074796462249e-10,2.3180338596026943e-09
0.5799999999999998,1.78,0.0,2.2210037811888308e-10,2.0511631122363806e-09
0.5799999999999998,1.8,0.0,1.8357195013375812e-10,1.8206089968637146e-09
0.5799999999999998,1.82,0.0,1.5074901868669902e-10,1.6228553931022367e-09
0.5799999999999998,1.84,0.0,1.226940501169061e-10,1.454869879810259e-09
0.5799999999999998,1.86,0.0,9.858425851227891e-11,1.314069422200157e-09
0.5799999999999998,1.88,0.0,7.769277978806055e-11,1.1982910551924904e-09
0.5799999999999998,1.9,0.0,5.937159008740998e-11,1.105767395664381e-09
0.5799999999999998,1.92,0.0,4.3035864038722e-11,1.0351068448625307e-09
0.5799999999999998,1.94,0.0,2.8149486036778416e-11,9.85278352333676e-10
0.5799999999999998,1.96,0.0,1.4211569551096126e-11,9.55592760619133e-10
0.5799999999999998,1.98,0.0,7.866883565586343e-13,9.428078359228663e-10
0.5799999999999998,2.0,0.0,0.0,0.0
0.5999999999999999,0.0,0.0,0.1000000014901161,0.0
0.5999999999999999,0.02,0.0,0.00353258005411092,3.7767840335795137e-06
0.5999999999999999,0.04,0.0,7.262706274506679e-05,3.79254958506932e-06
0.5999999999999999,0.06,0.0,9.29540717843068e-06,3.7996784335386967e-06
0.5999999999999999,0.08,0.0,7.952364605678382e-06,3.7751014322534727e-06
0.5999999999999999,0.1,0.0,7.390646075539554e-06,3.728511102492185e-06
0.5999999999999999,0.12,0.0,6.864286305326777e-06,3.6633646615194497e-06
0.5999999999999999,0.14,0.0,6.366240374090647e-06,3.5826659671874394e-06
0.5999999999999999,0.16,0.0,5.896023830634432e-06,3.489113097821108e-06
0.5999999999999999,0.1799999999999999,0.0,5.45304268922133e-06,3.3851218571693087e-06
0.5999999999999999,0.2,0.0,5.036574856046756e-06,3.2728470661719702e-06
0.5999999999999999,0.22,0.0,4.645796411702742e-06,3.1542030405331414e-06
0.5999999999999999,0.2399999999999999,0.0,4.2798047487115136e-06,3.030883163240685e-06
0.5999999999999999,0.26,0.0,3.93763861598897e-06,2.9043784777376368e-06
0.5999999999999999,0.28,0.0,3.6182953927985208e-06,2.775995253968165e-06
0.5999999999999999,0.2999999999999999,0.0,3.320745893396861e-06,2.6468715024618466e-06
0.5999999999999999,0.32,0.0,3.043946980229084e-06,2.5179924310372606e-06
0.5999999999999999,0.34,0.0,2.7868522401170103e-06,2.3902048547708542e-06
0.5999999999999999,0.3599999999999999,0.0,2.548420954805328e-06,2.2642305827984806e-06
0.5999999999999999,0.38,0.0,2.3276255748489944e-06,2.140678815547147e-06
0.5999999999999999,0.4,0.0,2.123457884453941e-06,2.0200575934235535e-06
0.5999999999999999,0.4199999999999999,0.0,1.934934024768103e-06,1.9027843431322543e-06
0.5999999999999999,0.44,0.0,1.761098524438278e-06,1.7891955709908892e-06
0.5999999999999999,0.46,0.0,1.601027469106727e-06,1.6795557541827687e-06
0.5999999999999999,0.4799999999999999,0.0,1.4538309259641314e-06,1.574065481154031e-06
0.5999999999999999,0.5,0.0,1.3186547254909604e-06,1.4728688916146169e-06
0.5999999999999999,0.52,0.0,1.1946816900531088e-06,1.3760604650988808e-06
0.5999999999999999,0.54,0.0,1.0811323879824585e-06,1.2836912050067255e-06
0.5999999999999999,0.56,0.0,9.77265482059658e-07,1.1957742626668797e-06
0.5999999999999999,0.5799999999999998,0.0,8.823777328030483e-07,1.1122900433918064e-06
0.5999999999999999,0.5999999999999999,0.0,7.958037095279346e-07,1.033190833847236e-06
0.5999999999999999,0.62,0.0,7.16915255648758e-07,9.58404987427616e-07
0.5999999999999999,0.64,0.0,6.451207490341559e-07,8.878407017755621e-07
0.5999999999999999,0.66,0.0,5.798641932802949e-07,8.213894201516527e-07
0.5999999999999999,0.68,0.0,5.206241714416038e-07,7.589288860766447e-07
0.5999999999999999,0.7,0.0,4.669126899611192e-07,7.003258785441016e-07
0.5999999999999999,0.7199999999999999,0.0,4.1827393719816017e-07,6.454386531408106e-07
0.5999999999999999,0.7399999999999999,0.0,3.7428297799252244e-07,5.941191126110001e-07
0.5999999999999999,0.76,0.0,3.345444030759625e-07,5.462147287497164e-07
0.5999999999999999,0.78,0.0,2.986909497963629e-07,5.015702359990617e-07
0.5999999999999999,0.8,0.0,2.6638210851882775e-07,4.6002911573528325e-07
0.5999999999999999,0.82,0.0,2.373027271789493e-07,4.214348889614297e-07
0.5999999999999999,0.8399999999999999,0.0,2.1116162476047294e-07,3.856322339462399e-07
0.5999999999999999,0.8599999999999999,0.0,1.87690222931086e-07,3.5246794426273764e-07
0.5999999999999999,0.88,0.0,1.6664120367862457e-07,3.217917416685309e-07
0.5999999999999999,0.9,0.0,1.4778719953122868e-07,2.934569573240774e-07
0.5999999999999999,0.92,0.0,1.3091952180699864e-07,2.673210939567449e-07
0.5999999999999999,0.94,0.0,1.1584693131154435e-07,2.4324628074014386e-07
0.5999999999999999,0.96,0.0,1.0239445497693129e-07,2.2109963186404706e-07
0.5999999999999999,0.98,0.0,9.0402251105522e-08,2.0075351901550158e-07
0.5999999999999999,1.0,0.0,7.972452514045814e-08,1.8208576727270203e-07
0.5999999999999999,1.02,0.0,7.022849722503356e-08,1.6497978322701578e-07
0.5999999999999999,1.04,0.0,6.179342223038322e-08,1.4932462349305828e-07
0.5999999999999999,1.06,0.0,5.430966241948877e-08,1.350150111404079e-07
0.5999999999999999,1.08,0.0,4.767781247046793e-08,1.219513069823421e-07
0.5999999999999999,1.1,0.0,4.180787619859863e-08,1.1003944208619357e-07
0.5999999999999999,1.12,0.0,3.6618493989858576e-08,9.919081732609584e-08
0.5999999999999999,1.14,0.0,3.203621968437056e-08,8.932217528178165e-08
0.5999999999999999,1.16,0.0,2.7994845421612407e-08,8.035544929651881e-08
0.5999999999999999,1.18,0.0,2.443477277631439e-08,7.221759404312361e-08
0.5999999999999999,1.2,0.0,2.1302428370483005e-08,6.484040150914009e-08
0.5999999999999999,1.22,0.0,1.854972203901361e-08,5.816030590056701e-08
0.5999999999999999,1.24,0.0,1.613354555008872e-08,5.211818057771504e-08
0.5999999999999999,1.26,0.0,1.4015309833416098e-08,4.665912977658214e-08
0.5999999999999999,1.28,0.0,1.216051864593825e-08,4.173227753413495e-08
0.5999999999999999,1.3,0.0,1.0538376602757836e-08,3.729055592557352e-08
0.5999999999999999,1.32,0.0,9.121429517693091e-09,3.329049443543575e-08
0.5999999999999999,1.34,0.0,7.885235030345974e-09,2.9692012021562768e-08
0.5999999999999999,1.36,0.0,6.808061542290936e-09,2.645821319071319e-08
0.5999999999999999,1.38,0.0,5.870613541648196e-09,2.3555189186115256e-08
0.5999999999999999,1.4,0.0,5.055781460778245e-09,2.0951825189549544e-08
0.5999999999999999,1.42,0.0,4.348414284215456e-09,1.8619614262671233e-08
0.5999999999999999,1.44,0.0,3.735113201538841e-09,1.6532478593177403e-08
0.5999999999999999,1.46,0.0,3.2040446811368834e-09,1.4666598470041132e-08
0.5999999999999999,1.48,0.0,2.7447714244202596e-09,1.3000249287284685e-08
0.5999999999999999,1.5,0.0,2.348099744799348e-09,1.1513646766564832e-08
0.5999999999999999,1.52,0.0,2.0059420006574225e-09,1.0188800494105932e-08
0.5999999999999999,1.54,0.0,1.7111927957461183e-09,9.009375786172707e-09
0.5999999999999999,1.56,0.0,1.4576177431707399e-09,7.9605638282737e-09
0.5999999999999999,1.58,0.0,1.2397536698041906e-09,7.028959975612428e-09
0.5999999999999999,1.6,0.0,1.0528192160651235e-09,6.202450054972659e-09
0.5999999999999999,1.62,0.0,8.926348611107718e-10,5.4701044702999806e-09
0.5999999999999999,1.64,0.0,7.555514753085761e-10,4.822079884830516e-09
0.5999999999999999,1.66,0.0,6.383865701198026e-10,4.249528230878054e-09
0.5999999999999999,1.68,0.0,5.383674800767562e-10,3.744512783533477e-09
0.5999999999999999,1.7,0.0,4.5308077224374237e-10,3.2999310258199003e-09
0.5999999999999999,1.72,0.0,3.8042723535045604e-10,2.9094440296029275e-09
0.5999999999999999,1.74,0.0,3.185818536450396e-10,2.5674120781515877e-09
0.5999999999999999,1.76,0.0,2.6595821943596933e-10,2.268836262109942e-09
0.5999999999999999,1.78,0.0,2.211768833066845e-10,2.0093057902514638e-09
0.5999999999999999,1.8,0.0,1.8303718214410948e-10,1.7849507692787374e-09
0.5999999999999999,1.82,0.0,1.504921224859136e-10,1.592400222677809e-09
0.5999999999999999,1.84,0.0,1.2262593033506492e-10,1.4287451368624218e-09
0.5999999999999999,1.86,0.0,9.86339085923547e-11,1.2915063432138635e-09
0.5999999999999999,1.88,0.0,7.780426969752908e-11,1.178607066839915e-09
0.5999999999999999,1.9,0.0,5.950163402438013e-11,1.0883499966795354e-09
0.5999999999999999,1.92,0.0,4.315190411676354e-11,1.019398756693364e-09
0.5999999999999999,1.94,0.0,2.8228241389625015e-11,9.707636650123107e-10
0.5999999999999999,1.96,0.0,1.4238015220488146e-11,9.417839875795955e-10
0.5999999999999999,1.98,0.0,7.540470388132004e-13,9.292877885879872e-10
0.5999999999999999,2.0,0.0,0.0,0.0
0.62,0.0,0.0,0.1000000014901161,0.0
0.62,0.02,0.0,0.003531475312593051,3.18061014877006e-06
0.62,0.04,0.0,7.179472159797272e-05,3.206680782390755e-06
0.62,0.06,0.0,8.541126006654875e-06,3.237818368686112e-06
0.62,0.08,0.0,7.263702440649756e-06,3.23883211744746e-06
0.62,0.1,0.0,6.7624320881521764e-06,3.2181518922514294e-06
0.62,0.12,0.0,6.291782175634148e-06,3.1789579025708777e-06
0.62,0.14,0.0,5.845009350654049e-06,3.1240358932801165e-06
0.62,0.16,0.0,5.421920920319661e-06,3.0559019663245898e-06
0.62,0.1799999999999999,0.0,5.022204532632126e-06,2.9768217294519518e-06
0.62,0.2,0.0,4.645408285592022e-06,2.888827806275281e-06
0.62,0.22,0.0,4.290966081195412e-06,2.793736875672791e-06
0.62,0.2399999999999999,0.0,3.958220173239066e-06,2.693166131172621e-06
0.62,0.26,0.0,3.646440903913248e-06,2.588549067946076e-06
0.62,0.28,0.0,3.3548439008831395e-06,2.4811505304130857e-06
0.62,0.2999999999999999,0.0,3.0826049910979898e-06,2.372080975613373e-06
0.62,0.32,0.0,2.8288730698706768e-06,2.2623099264966765e-06
0.62,0.34,0.0,2.592781145706838e-06,2.1526786053054832e-06
0.62,0.3599999999999999,0.0,2.3734557632849008e-06,2.043911750452383e-06
0.62,0.38,0.0,2.1700249892121617e-06,1.9366286309465175e-06
0.62,0.4,0.0,1.981625127984957e-06,1.8313532807394264e-06
0.62,0.4199999999999999,0.0,1.8074063191886607e-06,1.7285239815994451e-06
0.62,0.44,0.0,1.6465371515579957e-06,1.6285020275561328e-06
0.62,0.46,0.0,1.498208415197542e-06,1.531579806852907e-06
0.62,0.4799999999999999,0.0,1.3616361001021233e-06,1.4379882389697686e-06
0.62,0.5,0.0,1.2360637371382885e-06,1.347903604874745e-06
0.62,0.52,0.0,1.1207641668344163e-06,1.2614538084560415e-06
0.62,0.54,0.0,1.015040811632023e-06,1.1787241062740656e-06
0.62,0.56,0.0,9.182285186070607e-07,1.0997623415231376e-06
0.62,0.5799999999999998,0.0,8.296940319961817e-07,1.0245837165479286e-06
0.62,0.5999999999999999,0.0,7.488361480700964e-07,9.531751365344512e-07
0.62,0.62,0.0,6.750855988930847e-07,8.854991551799652e-07
0.62,0.64,0.0,6.079047062052105e-07,8.214975513091841e-07
0.62,0.66,0.0,5.467868419769424e-07,7.610945635959599e-07
0.62,0.68,0.0,4.912557280365831e-07,7.041998088049235e-07
0.62,0.7,0.0,4.4086460348878413e-07,6.507109073087124e-07
0.62,0.7199999999999999,0.0,3.9519528536502164e-07,6.005158380760011e-07
0.62,0.7399999999999999,0.0,3.5385714502001347e-07,5.53495043868692e-07
0.62,0.76,0.0,3.1648602016515693e-07,5.095233060330321e-07
0.62,0.78,0.0,2.827430800715689e-07,4.6847140701511973e-07
0.62,0.8,0.0,2.523136593480932e-07,4.302075975697596e-07
0.62,0.82,0.0,2.2490607377600345e-07,3.9459888455516506e-07
0.62,0.8399999999999999,0.0,2.0025042993910893e-07,3.615121542062162e-07
0.62,0.8599999999999999,0.0,1.7809743880653065e-07,3.308151448474348e-07
0.62,0.88,0.0,1.5821724198978399e-07,3.023772821356769e-07
0.62,0.9,0.0,1.4039825809281228e-07,2.760703891043634e-07
0.62,0.92,0.0,1.2444605539217876e-07,2.5176928250946324e-07
0.62,0.94,0.0,1.1018225601530381e-07,2.2935226624682065e-07
0.62,0.96,0.0,9.7443475819206e-08,2.0870153191602858e-07
0.62,0.98,0.0,8.608030330344406e-08,1.8970347594409145e-07
0.62,1.0,0.0,7.595632011228973e-08,1.722489420495213e-07
0.62,1.02,0.0,6.694716498657899e-08,1.5623339722186644e-07
0.62,1.04,0.0,5.893964240956257e-08,1.4155704881126618e-07
0.62,1.06,0.0,5.183087664803667e-08,1.2812490976615938e-07
0.62,1.08,0.0,4.5527511414976e-08,1.1584681852391725e-07
0.62,1.1,0.0,3.994495496785167e-08,1.046374195483939e-07
0.62,1.12,0.0,3.500667010300825e-08,9.441611001989075e-08
0.62,1.14,0.0,3.06435082062428e-08,8.510695771670573e-08
0.62,1.16,0.0,2.679308626857372e-08,7.663859468325821e-08
0.62,1.18,0.0,2.3399205569753796e-08,6.894409085778372e-08
0.62,1.2,0.0,2.0411310566172445e-08,6.196081143281867e-08
0.62,1.22,0.0,1.7783986390396613e-08,5.5630261344158006e-08
0.62,1.24,0.0,1.5476493272872757e-08,4.9897919928627616e-08
0.62,1.26,0.0,1.3452336128625951e-08,4.471306845775832e-08
0.62,1.28,0.0,1.1678867509706064e-08,4.0028612943076256e-08
0.62,1.3,0.0,1.0126922104431596e-08,3.580090431894266e-08
0.62,1.32,0.0,8.770480964165174e-09,3.1989557840305704e-08
0.62,1.34,0.0,7.586363654639937e-09,2.855727328487564e-08
0.62,1.36,0.0,6.553946559183321e-09,2.5469657321542527e-08
0.62,1.38,0.0,5.6549056032087905e-09,2.2695049198665134e-08
0.62,1.4,0.0,4.872981720937457e-09,2.0204350716450463e-08
0.62,1.42,0.0,4.193767444545426e-09,1.7970861276226528e-08
0.62,1.44,0.0,3.6045130610830615e-09,1.5970118645148962e-08
0.62,1.46,0.0,3.093950852043261e-09,1.417974593689725e-08
0.62,1.48,0.0,2.6521360030088284e-09,1.2579305186298427e-08
0.62,1.5,0.0,2.270302845194327e-09,1.115015778764228e-08
0.62,1.52,0.0,1.940735165881579e-09,9.875331971785517e-09
0.62,1.54,0.0,1.6566493998407643e-09,8.739397415052886e-09
0.62,1.56,0.0,1.4120895880740155e-09,7.728347002509027e-09
0.62,1.58,0.0,1.2018330629787336e-09,6.8294857084920384e-09
0.62,1.6,0.0,1.0213058897766291e-09,6.03132650749225e-09
0.62,1.62,0.0,8.665071623613716e-10,5.32349318767999e-09
0.62,1.64,0.0,7.339413172400508e-10,4.6966299068245446e-09
0.62,1.66,0.0,6.205576917148314e-10,4.1423173052329565e-09
0.62,1.68,0.0,5.236966116711644e-10,3.6529949719445484e-09
0.62,1.7,0.0,4.4104135016561384e-10,3.221890048063118e-09
0.62,1.72,0.0,3.705753503461911e-10,2.842951744158059e-09
0.62,1.74,0.0,3.105441550387899e-10,2.510791546529226e-09
0.62,1.76,0.0,2.594215305763311e-10,2.2206288892664048e-09
0.62,1.78,0.0,2.1587931414105496e-10,1.9682420749460708e-09
0.62,1.8,0.0,1.7876055206463067e-10,1.7499242360441059e-09
0.62,1.82,0.0,1.4705553123066435e-10,1.5624441412940598e-09
0.62,1.84,0.0,1.1988033700555187e-10,1.403011665917343e-09
0.62,1.86,0.0,9.645759904872207e-11,1.2692477615630979e-09
0.62,1.88,0.0,7.609911098673206e-11,1.1591587806248608e-09
0.62,1.9,0.0,5.8190031341066277e-11,1.0711150300830207e-09
0.62,1.92,0.0,4.217439133738432e-11,1.003833451876692e-09
0.62,1.94,0.0,2.7541650696214174e-11,9.563643312372064e-10
0.62,1.96,0.0,1.3814185833707532e-11,9.280744294461521e-10
0.62,1.98,0.0,5.791352605980385e-13,9.158622088718033e-10
0.62,2.0,0.0,0.0,0.0
0.64,0.0,0.0,0.1000000014901161,0.0
0.64,0.02,0.0,0.0035304559286845967,2.6569031137444074e-06
0.64,0.04,0.0,7.10106109833222e-05,2.690987545500672e-06
0.64,0.06,0.0,7.82775913212308e-06,2.741139673347038e-06
0.64,0.08,0.0,6.610403121278472e-06,2.7628932480086807e-06
0.64,0.1,0.0,6.1646796625359e-06,2.763542848051217e-06
0.64,0.12,0.0,5.745407590428636e-06,2.74599234899162e-06
0.64,0.14,0.0,5.346087532658288e-06,2.7128049914852767e-06
0.64,0.16,0.0,4.966765999066396e-06,2.666308260477976e-06
0.64,0.1799999999999999,0.0,4.60736428666062e-06,2.608609205419401e-06
0.64,0.2,0.0,4.26765700205848e-06,2.5416086009760854e-06
0.64,0.22,0.0,3.947296209742648e-06,2.4670149171647526e-06
0.64,0.2399999999999999,0.0,3.645833109234513e-06,2.3863579772294816e-06
0.64,0.26,0.0,3.362737184481332e-06,2.3010021985444967e-06
0.64,0.28,0.0,3.0974130506019934e-06,2.212159335869472e-06
0.64,0.2999999999999999,0.0,2.8492152127088754e-06,2.1209006674320434e-06
0.64,0.32,0.0,2.617460938665495e-06,2.028168582651697e-06
0.64,0.34,0.0,2.401441434183676e-06,1.9347875460094847e-06
0.64,0.3599999999999999,0.0,2.2004314949225026e-06,1.8414744247768904e-06
0.64,0.38,0.0,2.0136977965043615e-06,1.7488481792281825e-06
0.64,0.4,0.0,1.8405059698572576e-06,1.6574389227733004e-06
0.64,0.4199999999999999,0.0,1.6801265962336175e-06,1.567696366376617e-06
0.64,0.44,0.0,1.531840243807918e-06,1.4799976668931147e-06
0.64,0.46,0.0,1.3949416560384529e-06,1.3946547027814086e-06
0.64,0.4799999999999999,0.0,1.2687431910714234e-06,1.3119208032622895e-06
0.64,0.5,0.0,1.152577601409831e-06,1.2319969585897494e-06
0.64,0.52,0.0,1.0458002338748289e-06,1.1550375398817237e-06
0.64,0.54,0.0,9.477907215372599e-07,1.0811555570926912e-06
0.64,0.56,0.0,8.579542317561015e-07,1.0104274833521795e-06
0.64,0.5799999999999998,0.0,7.757223276785813e-07,9.42897673171928e-07
0.64,0.5999999999999999,0.0,7.005534944753875e-07,8.785824010488695e-07
0.64,0.62,0.0,6.319333761406597e-07,8.174735458495964e-07
0.64,0.64,0.0,5.69374763816535e-07,7.595419451250594e-07
0.64,0.66,0.0,5.124173722437909e-07,7.047404422257008e-07
0.64,0.68,0.0,4.6062743703518886e-07,6.530066478076666e-07
0.64,0.7,0.0,4.135971619627529e-07,6.042654360685644e-07
0.64,0.7199999999999999,0.0,3.7094404229627186e-07,5.584311948458505e-07
0.64,0.7399999999999999,0.0,3.323100873852173e-07,5.154098475640741e-07
0.64,0.76,0.0,2.973609631031009e-07,4.75100663934922e-07
0.64,0.78,0.0,2.657850724402757e-07,4.373978752980618e-07
0.64,0.8,0.0,2.3729259041137338e-07,4.021921095399304e-07
0.64,0.82,0.0,2.1161446751415986e-07,3.6937165963851203e-07
0.64,0.8399999999999999,0.0,1.885014142184437e-07,3.3882359905031825e-07
0.64,0.8599999999999999,0.0,1.6772287736074803e-07,3.104347563759757e-07
0.64,0.88,0.0,1.490660178591337e-07,2.840925610077953e-07
0.64,0.9,0.0,1.3233469783146108e-07,2.5968577077115465e-07
0.64,0.92,0.0,1.1734848398954475e-07,2.3710509191676966e-07
0.64,0.94,0.0,1.0394167308261541e-07,2.162437011985793e-07
0.64,0.96,0.0,9.196234416861319e-08,1.9699767917837458e-07
0.64,0.98,0.0,8.127144159428655e-08,1.7926636333034283e-07
0.64,1.0,0.0,7.17418917585735e-08,1.6295262897385285e-07
0.64,1.02,0.0,6.325775601241713e-08,1.4796310553915738e-07
0.64,1.04,0.0,5.571342140646102e-08,1.342083351667486e-07
0.64,1.06,0.0,4.901283043062933e-08,1.2160288015585385e-07
0.64,1.08,0.0,4.306875039129408e-08,1.1006538531036063e-07
0.64,1.1,0.0,3.780208263754176e-08,9.951860078091411e-08
0.64,1.12,0.0,3.3141211473140173e-08,8.988937056992422e-08
0.64,1.14,0.0,2.902139227044533e-08,8.110859145175485e-08
0.64,1.16,0.0,2.538417803210493e-08,7.311114666359313e-08
0.64,1.18,0.0,2.2176883421596432e-08,6.583581834359514e-08
0.64,1.2,0.0,1.9352085100124917e-08,5.9225182332092926e-08
0.64,1.22,0.0,1.6867157061134383e-08,5.322548860911992e-08
0.64,1.24,0.0,1.4683839540769904e-08,4.7786530317426324e-08
0.64,1.26,0.0,1.2767839999397904e-08,4.286150401459789e-08
0.64,1.28,0.0,1.1088464612279091e-08,3.8406863510881696e-08
0.64,1.3,0.0,9.618278673454338e-09,3.4382169380779764e-08
0.64,1.32,0.0,8.332794302825382e-09,3.074993598623581e-08
0.64,1.34,0.0,7.210183849493588e-09,2.7475477617048424e-08
0.64,1.36,0.0,6.2310174020903676e-09,2.4526755139650517e-08
0.64,1.38,0.0,5.378022846739156e-09,2.1874224348159105e-08
0.64,1.4,0.0,4.635866953293793e-09,1.9490687031113467e-08
0.64,1.42,0.0,3.990956018672426e-09,1.735114560299472e-08
0.64,1.44,0.0,3.431254650718694e-09,1.5432662000814132e-08
0.64,1.46,0.0,2.9461213355312237e-09,1.37142214120751e-08
0.64,1.48,0.0,2.526159494245444e-09,1.2176601280519858e-08
