A=0,A=5,A=10,A=20,Y
1.0,1.56784707083061,2.1484176884666613,3.3192604403576786,0.67
1.0,1.5643812545506586,2.142245628800091,3.308293001840682,0.675
1.0,1.5608054796448592,2.135873220142963,3.296965436320558,0.68
1.0,1.5571187710041312,2.12929816049116,3.285272994185515,0.685
1.0,1.5533201126391865,2.122518042252631,3.273210696223662,0.6900000000000001
1.0,1.5494084463078197,2.115530347807533,3.260773322762053,0.6950000000000001
1.0,1.545382670061727,2.108332444768558,3.2479554020109176,0.7000000000000001
1.0,1.5412416367078603,2.100921580918761,3.23475119754626,0.705
1.0,1.5369841521789256,2.093294878802042,3.221154694857037,0.71
1.0,1.5326089738071966,2.0854493299390344,3.2071595868753073,0.715
1.0,1.5281148084953355,2.077381788638508,3.192759258398949,0.72
1.0,1.523500310777394,2.0690889653714257,3.177946769306684,0.725
1.0,1.5187640807625942,2.060567419671499,3.162714836454001,0.73
1.0,1.5139046619538699,2.0518135525224186,3.1470558141260025,0.735
1.0,1.508920538932453,2.0428235981878107,3.130961672908985,0.74
1.0,1.5038101348990491,2.0335936154353793,3.1144239768264206,0.745
1.0,1.4985718090613125,2.0241194781015186,3.097433858566686,0.75
1.0,1.4932038538564205,2.014396864936876,3.0799819926090075,0.755
1.0,1.4877044919965474,2.0044212486668114,3.062058566030259,0.76
1.0,1.4820718733239258,1.994187884193317,3.043653246747968,0.765
1.0,1.476304071460963,1.9836917958566203,3.02475514892361,0.77
1.0,1.4703990802395246,1.9729277636652511,3.005352795214276,0.775
1.0,1.4643548098919952,1.9618903083926216,2.9854340755193,0.78
1.0,1.45816908298506,1.9505736754259633,2.964986201820442,0.785
1.0,1.4518396300753014,1.9389718172395538,2.9439956586585616,0.79
1.0,1.4453640850636382,1.9270783743482511,2.9224481487249716,0.795
1.0,1.438739980223342,1.9148866545791294,2.9003285329701134,0.8
1.0,1.4319647408737914,1.90238961047807,2.8776207645437544,0.805
1.0,1.4250356796692567,1.8895798146440452,2.854307815777018,0.81
1.0,1.4179499904687876,1.876449432755983,2.8303715972941084,0.8150000000000001
1.0,1.4107047417496612,1.8629901940248432,2.805792868196708,0.8200000000000001
1.0,1.4032968695227868,1.8491933587660747,2.780551136091948,0.8250000000000001
1.0,1.3957231697038803,1.8350496827439726,2.754624545529668,0.8300000000000001
1.0,1.387980289889057,1.820549377888438,2.7279897531689516,0.835
1.0,1.3800647204776377,1.8056820689248212,2.700621787698353,0.84
1.0,1.3719727850783394,1.790436745387134,2.6724938921770383,0.845
1.0,1.3637006301274877,1.7748017084017842,2.643577346030302,0.85
1.0,1.3552442136393184,1.7587645115304391,2.6138412634034367,0.855
1.0,1.3465992929986506,1.7423118948433456,2.5832523639280653,0.86
1.0,1.3377614116950272,1.7254297112542878,2.5517747111528872,0.865
1.0,1.3287258848845898,1.7081028439801544,2.5193694128945574,0.87
1.0,1.319487783651207,1.6903151137852876,2.4859942765192176,0.875
1.0,1.310041917821381,1.6720491744251136,2.451603410598136,0.88
1.0,1.3003828171678167,1.6532863944044325,2.416146762394433,0.885
1.0,1.2905047108137708,1.634006722799629,2.3795695781001833,0.89
1.0,1.2804015046238393,1.6141885364434316,2.341811769474475,0.895
1.0,1.2700667563359886,1.593808465212898,2.3028071662853784,0.9
1.0,1.2594936481535466,1.5728411914661669,2.2624826283865533,0.905
1.0,1.2486749564735085,1.5512592188016694,2.220756983874598,0.91
1.0,1.2376030183776343,1.5290326042123494,2.1775397498787186,0.915
1.0,1.2262696944538425,1.5061286463061654,2.132729579118669,0.92
1.0,1.2146663274454372,1.482511520466715,2.0862123569414988,0.925
1.0,1.2027836961423624,1.458141849502412,2.037858847884698,0.93
1.0,1.1906119638289554,1.4329761952965847,1.9875217545185162,0.935
1.0,1.1781406204828802,1.4069664529678554,1.935031999119294,0.9400000000000001
1.0,1.1653584177753007,1.3800591237162088,1.8801939622441737,0.9450000000000001
1.0,1.152253295746965,1.3521944353411601,1.8227792978980324,0.9500000000000001
1.0,1.1388122998210395,1.3233052696088303,1.7625187699681037,0.9550000000000001
1.0,1.1250214865514625,1.2933158420782833,1.6990912798441018,0.96
1.0,1.1108658161825486,1.2621400609586502,1.6321088111055908,0.965
1.0,1.0963290296950157,1.229679464418017,1.5610952754418903,0.97
1.0,1.0813935075137455,1.1958205963577562,1.4854559569998818,0.975
1.0,1.066040106424614,1.1604316223427629,1.404431918310355,0.98
1.0,1.0502479704531449,1.1233578991685196,1.3170292712834977,0.985
1.0,1.0339943104446598,1.084416074864304,1.2219041460899638,0.99
1.0,1.017254145783433,1.0433860782868238,1.1171642764108738,0.995
1.0,1.0000000000000027,0.999999999999983,1.0000000000000802,1.0
