X,T,Ta,T_err
0.0,0.0,0.0,0.0
0.2,0.16000000000000003,0.16,2.7755575615628914e-17
0.4,0.24,0.24,0.0
0.6000000000000001,0.24,0.24,0.0
0.8,0.16,0.15999999999999992,8.326672684688674e-17
1.0,0.0,0.0,0.0
