t,x,x_pred
0.0086167075819597,0.0086159030026604,-9.36570433522303
0.0151918913178655,0.0151874821699018,-9.359086613281853
0.0371727594314374,0.0371081932744488,-9.336996357192012
0.0404108808662536,0.0403279369914334,-9.333750423433969
0.0661411858969576,0.0657778937199444,-9.308089631313951
0.0756047014206645,0.0750623675821813,-9.298728323246001
0.0966526440300673,0.0955211107150577,-9.278103559588601
0.1083162884322435,0.1067251218986018,-9.266811201683526
0.1177993865304424,0.1157542986330755,-9.257712268586314
0.1190427683566126,0.116932470874695,-9.256525087494403
0.1222931133698847,0.1200058716434887,-9.253428284440739
0.1452284748197857,0.1414067827278023,-9.23186792994932
0.156484432484661,0.1517096115528704,-9.221490012710836
0.1859767447619685,0.1779919495240418,-9.195017314708783
0.1916474571938791,0.1829168200573148,-9.190056409672392
0.1961456341580706,0.1867918643748516,-9.186152811116955
0.2179344366491757,0.205148020640227,-9.167657691958013
0.2226073150213458,0.2089912398715608,-9.163784322918524
0.2580013614830209,0.23693888319758,-9.135599963335157
0.2995494974537139,0.2668720381189124,-9.105359796973417
0.3091174541595206,0.2732865900481703,-9.09886887980728
0.3157655339077244,0.2776327067296545,-9.094468351344382
0.3497186234624274,0.2983554826476794,-9.073450095804386
0.3575680189404315,0.302783276143757,-9.068949848444747
0.3591320011439741,0.3036487550944648,-9.068069752650112
0.3661039036150619,0.3074384771710768,-9.064214155739869
0.3681469554218221,0.3085277181360952,-9.063105392237016
0.380355492449817,0.3148329284413925,-9.056681524240172
0.4020715089533193,0.3251690475209986,-9.04612645507321
0.4194602621520221,0.3326131713047601,-9.038500622811215
0.4263868755377443,0.3353680266753342,-9.035672029432256
0.4409579359785544,0.3407657496002413,-9.030117053566123
0.4430196058491632,0.3414855846273594,-9.02937476171449
0.4482353757414787,0.3432577223549256,-9.027545609829858
0.453079084572079,0.3448403519429945,-9.02590979501597
0.4655616603552603,0.3486368658847209,-9.021975328913378
0.4936655747454869,0.3556782724288193,-9.014620394068318
0.5017134503168379,0.3573059435634936,-9.012902659449457
0.5158337670515213,0.359739358228153,-9.010311414397119
0.5397255335412611,0.3626227151747065,-9.007162733988952
0.5498899779801192,0.3633764552534553,-9.006297194074936
0.5967435770088532,0.3631850346080939,-9.005985767991396
0.6168608060707147,0.3612555533175378,-9.007706952566638
0.6183310493985452,0.3610711982258956,-9.007876279352608
0.6322220419313194,0.359039160836363,-9.009767651032284
0.6389531910536242,0.35786627166954,-9.010873236154396
0.6840340709980184,0.3468814625790357,-9.02142105697136
0.6888513070784941,0.3453897382678297,-9.022867399707165
0.7093921722078902,0.338353603836346,-9.029712496881821
0.7146267612513287,0.3363873681164803,-9.031630639554452
0.7212816932738297,0.3337872529556743,-9.034169926385053
0.733374148988465,0.3287778104877644,-9.039069670607065
0.7555767048147622,0.3186399880243727,-9.049008478360221
0.7999468863802743,0.2948722484566791,-9.07238519090987
0.8078533476542884,0.2901665447185966,-9.077021876670766
0.8358120692561146,0.2724442130674593,-9.094501343652269
0.8501922193462713,0.2626965013129017,-9.104124849514129
0.8546964974201828,0.2595582073199664,-9.107224346568273
0.8636356867192654,0.2532127387725915,-9.113492988841712
0.8721384015011425,0.2470353670418183,-9.119597519066776
0.8797089181978125,0.2414217396360626,-9.125146509578082
0.9251704442177632,0.2056038357369277,-9.160582456434454
0.9286534967794948,0.2027201278607802,-9.163437489951406
0.986736959155746,0.1521054268142574,-9.213594168544928
0.9893905557148414,0.1496905467784323,-9.215989275576597
1.0074945526519772,0.1330096336206383,-9.232538709618751
1.024087763148151,0.1174308611235701,-9.24800275347014
1.025185123759863,0.1163916307323504,-9.249034608407499
1.0346484810330263,0.1073866848373507,-9.25797710565952
1.066379001687939,0.0766988494263653,-9.288471882102645
1.0735300954694251,0.069693927796424,-9.295437039236566
1.0834765316474078,0.059906673890107,-9.305171420751794
1.0854459341166631,0.0579632535990788,-9.307104715016633
1.1124669209099554,0.0311518731158464,-9.333788965157868
1.1194604004669406,0.0241787268275684,-9.340732866457657
1.1351213853745572,0.0085347721917336,-9.356316871919617
1.137560963671973,0.0060956910623154,-9.358747304893308
1.1380517657877804,0.0056049523666146,-9.359236326171892
1.140366445516601,0.0032904493036726,-9.361542830932763
1.1460199151788948,-0.0023629589590409,-9.367177404486798
1.1475627576018823,-0.0039057430393743,-9.36871522069669
1.1554049809199716,-0.0117460022300324,-9.376531362249864
1.1581061366160577,-0.0144454033690545,-9.379222892316907
1.161702569250436,-0.0180382400445984,-9.382805592744557
1.1738137696556294,-0.0301223502080821,-9.394858413009164
1.177149194912695,-0.0334450265493604,-9.398173228849869
1.2034251469303732,-0.0595000545303021,-9.42417717896101
1.2104421077390248,-0.066411172801965,-9.431077723280229
1.2153149339391889,-0.0711961352366215,-9.435856046270574
1.2491373182710104,-0.1040106108271293,-9.468638445521393
1.2493931388265207,-0.1042557417720381,-9.468883415357581
1.295551656044882,-0.1475254986652413,-9.512137315905473
1.318263295460306,-0.1679881511014506,-9.532597121829376
1.3727951815203467,-0.214304780341578,-9.578897952832847
1.4448536591562158,-0.2679896304861381,-9.63250175518996
1.4511920729519865,-0.2722386808538587,-9.636739844307712
1.4664504509723113,-0.2821264717704035,-9.646599368595329
1.504201106094743,-0.3044254069021831,-9.668823637795512
1.510779115751553,-0.3079825756773117,-9.67236843422609
1.5258496422751957,-0.3157512916569851,-9.680111467812603
1.5422402276073537,-0.3235858396881715,-9.687924771898254
