 X,Y,Z,T,T_a
0.0018,0.0047,0.0,345.32,345.2966394268392
0.0018,0.0048,0.0,345.375,345.35155193889557
0.0018,0.0049,0.0,345.408,345.384424229517
0.0018,0.005,0.0,345.419,345.395369147397
0.0018,0.0051,0.0,345.408,345.384424229517
0.0018,0.0052,0.0,345.375,345.35155193889557
0.0018,0.0053,0.0,345.32,345.2966394268392
0.0018,0.0054,0.0,345.243,345.2194978182178
0.0018,0.0055,0.0,345.143,345.11986101537525
0.0018,0.0056,0.0,345.02,344.99738401346855
0.0018,0.0057,0.0,344.874,344.8516407174026
0.0018,0.0058,0.0,344.705,344.6821212481781
0.0018,0.0059,0.0,344.511,344.488228724536
0.0018,0.006,0.0,344.292,344.26927550441764
0.0018,0.0061,0.0,344.047,344.02447887019423
0.0018,0.0062,0.0,343.775,343.75295614212655
0.0018,0.0063,0.0,343.476,343.45371920647773
0.0018,0.0064,0.0,343.147,343.12566844860174
0.0018,0.0065,0.0,342.789,342.7675860878013
0.0018,0.0066,0.0,342.399,342.3781289206045
0.0018,0.0067,0.0,341.977,341.95582049339635
0.0018,0.0068,0.0,341.52,341.49904274538346
0.0018,0.0069,0.0,341.026,341.0060271903533
0.0018,0.007,0.0,340.495,340.47484574270385
0.0018,0.0071,0.0,339.923,339.90340134237505
0.0018,0.0072,0.0,339.309,339.2894185977813
0.0018,0.0073,0.0,338.65,338.6304347494485
0.0018,0.0074,0.0,337.942,337.92379136428184
0.0018,0.0075,0.0,337.185,337.1666273063616
0.0018,0.0076,0.0,336.374,336.35587370046835
0.0018,0.0077,0.0,335.506,335.4882518148907
0.0018,0.0078,0.0,334.577,334.56027504561
0.0018,0.0079,0.0,333.585,333.56825648813447
0.0018,0.008,0.0,332.524,332.50832393599427
0.0018,0.0081,0.0,331.392,331.3764445398682
0.0018,0.0082,0.0,330.183,330.1684617819891
0.0018,0.0083,0.0,328.894,328.88014783491644
0.0018,0.0084,0.0,327.521,327.50727472793494
0.0018,0.0085,0.0,326.059,326.04570795461194
0.0018,0.0086,0.0,324.504,324.4915261010653
0.0018,0.0087,0.0,322.853,322.84116959505275
0.0018,0.0088,0.0,321.103,321.0916205723267
0.0018,0.0089,0.0,319.251,319.24061390963334
0.0018,0.009,0.0,317.296,317.28687648268715
0.0018,0.0091,0.0,315.239,315.2303875583259
0.0018,0.0092,0.0,313.081,313.0726479938721
0.0018,0.0093,0.0,310.824,310.8169399677659
0.0018,0.0094,0.0,308.475,308.46855308676317
0.0018,0.0095,0.0,306.04,306.03494813343406
0.0018,0.0096,0.0,303.53,303.52582799589715
0.0018,0.0097,0.0,300.956,300.9530880449462
0.0018,0.0098,0.0,298.333,298.33062648630784
0.0018,0.0099,0.0,295.675,295.6740090238983
0.0018,0.01,0.0,293.0,293.0
0.0019,0.0,0.0,293.0,293.0
0.0019,0.0001,0.0,295.519,295.51764152702924
0.0019,0.0002,0.0,298.023,298.02046525320145
0.0019,0.0003,0.0,300.498,300.494133464546
0.0019,0.0004,0.0,302.93,302.9252301283417
0.0019,0.0005,0.0,305.307,305.30163113586417
0.0019,0.0006,0.0,307.619,307.6127803110077
0.0019,0.0007,0.0,309.857,309.8498604617304
0.0019,0.0008,0.0,312.014,312.0058607215629
0.0019,0.0009,0.0,314.085,314.07555125768494
0.0019,0.001,0.0,316.065,316.055382971305
0.0019,0.0011,0.0,317.954,317.94333283547445
0.0019,0.0012,0.0,319.75,319.7387154632211
0.0019,0.0013,0.0,321.454,321.44197923422587
0.0019,0.0014,0.0,323.067,323.05450178841045
0.0019,0.0015,0.0,324.592,324.5783957571707
0.0019,0.0016,0.0,326.031,326.0163318558467
0.0019,0.0017,0.0,327.386,327.3713832652687
0.0019,0.0018,0.0,328.662,328.6468927375369
0.0019,0.0019,0.0,329.862,329.8463620752018
0.0019,0.002,0.0,330.99,330.97336247015596
0.0019,0.0021,0.0,332.049,332.0314635265707
0.0019,0.0022,0.0,333.042,333.0241785030526
0.0019,0.0023,0.0,333.973,333.9549232777096
0.0019,0.0024,0.0,334.846,334.826986672062
0.0019,0.0025,0.0,335.662,335.6435099945116
0.0019,0.0026,0.0,336.427,336.40747393080505
0.0019,0.0027,0.0,337.141,337.12169118389005
0.0019,0.0028,0.0,337.809,337.7888035279732
0.0019,0.0029,0.0,338.432,338.4112821799366
0.0019,0.003,0.0,339.012,338.9914306003806
0.0019,0.0031,0.0,339.553,339.5313890153494
0.0019,0.0032,0.0,340.055,340.0331400996046
0.0019,0.0033,0.0,340.52,340.49851538581635
0.0019,0.0034,0.0,340.951,340.9292020644696
0.0019,0.0035,0.0,341.349,341.32674991998704
0.0019,0.0036,0.0,341.715,341.69257821271833
0.0019,0.0037,0.0,342.051,342.02798236692354
0.0019,0.0038,0.0,342.357,342.33414036418446
0.0019,0.0039,0.0,342.635,342.6121187719678
0.0019,0.004,0.0,342.886,342.86287836011394
0.0019,0.0041,0.0,343.111,343.08727927533033
0.0019,0.0042,0.0,343.31,343.2860857565239
0.0019,0.0043,0.0,343.484,343.4599703829935
0.0019,0.0044,0.0,343.633,343.6095178539049
0.0019,0.0045,0.0,343.759,343.7352283017045
0.0019,0.0046,0.0,343.861,343.8375201446994
0.0019,0.0047,0.0,343.941,343.916732485317
0.0019,0.0048,0.0,343.997,343.97312706088235
0.0019,0.0049,0.0,344.031,344.00688975333935
0.0019,0.005,0.0,344.042,344.01813166340725
0.0019,0.0051,0.0,344.031,344.00688975333935
0.0019,0.0052,0.0,343.997,343.97312706088235
0.0019,0.0053,0.0,343.941,343.916732485317
0.0019,0.0054,0.0,343.861,343.8375201446994
0.0019,0.0055,0.0,343.759,343.7352283017045
0.0019,0.0056,0.0,343.633,343.6095178539049
0.0019,0.0057,0.0,343.484,343.4599703829935
0.0019,0.0058,0.0,343.31,343.2860857565239
0.0019,0.0059,0.0,343.111,343.08727927533033
0.0019,0.006,0.0,342.886,342.86287836011394
0.0019,0.0061,0.0,342.635,342.6121187719678
0.0019,0.0062,0.0,342.357,342.33414036418446
0.0019,0.0063,0.0,342.051,342.02798236692354
0.0019,0.0064,0.0,341.715,341.69257821271833
0.0019,0.0065,0.0,341.349,341.32674991998704
0.0019,0.0066,0.0,340.951,340.9292020644696
0.0019,0.0067,0.0,340.52,340.49851538581635
0.0019,0.0068,0.0,340.055,340.0331400996046
0.0019,0.0069,0.0,339.553,339.5313890153494
0.0019,0.007,0.0,339.012,338.9914306003806
0.0019,0.0071,0.0,338.432,338.4112821799366
0.0019,0.0072,0.0,337.809,337.7888035279732
0.0019,0.0073,0.0,337.141,337.12169118389005
0.0019,0.0074,0.0,336.427,336.40747393080505
0.0019,0.0075,0.0,335.662,335.6435099945116
0.0019,0.0076,0.0,334.846,334.826986672062
0.0019,0.0077,0.0,333.973,333.9549232777096
0.0019,0.0078,0.0,333.042,333.0241785030526
0.0019,0.0079,0.0,332.049,332.0314635265707
0.0019,0.008,0.0,330.99,330.97336247015596
0.0019,0.0081,0.0,329.862,329.8463620752018
0.0019,0.0082,0.0,328.662,328.6468927375369
0.0019,0.0083,0.0,327.386,327.3713832652687
0.0019,0.0084,0.0,326.031,326.0163318558467
0.0019,0.0085,0.0,324.592,324.57839575717077
0.0019,0.0086,0.0,323.067,323.05450178841045
0.0019,0.0087,0.0,321.454,321.44197923422587
0.0019,0.0088,0.0,319.75,319.7387154632211
0.0019,0.0089,0.0,317.954,317.94333283547445
0.0019,0.009,0.0,316.065,316.055382971305
0.0019,0.0091,0.0,314.085,314.07555125768494
0.0019,0.0092,0.0,312.014,312.00586072156295
0.0019,0.0093,0.0,309.857,309.84986046173043
0.0019,0.0094,0.0,307.619,307.6127803110077
0.0019,0.0095,0.0,305.307,305.3016311358642
0.0019,0.0096,0.0,302.93,302.92523012834175
0.0019,0.0097,0.0,300.498,300.494133464546
0.0019,0.0098,0.0,298.023,298.02046525320145
0.0019,0.0099,0.0,295.519,295.51764152702924
0.0019,0.01,0.0,293.0,293.0
0.002,0.0,0.0,293.0,293.0
0.002,0.0001,0.0,295.377,295.37617294397273
0.002,0.0002,0.0,297.742,297.7396151820974
0.002,0.0003,0.0,300.081,300.07796843263804
0.002,0.0004,0.0,302.384,302.3795922159202
0.002,0.0005,0.0,304.639,304.633858732017
0.002,0.0006,0.0,306.838,306.8313802197675
0.002,0.0007,0.0,308.972,308.96415978355947
0.002,0.0008,0.0,311.034,311.02566480425065
0.002,0.0009,0.0,313.02,313.0108290507284
0.002,0.001,0.0,314.926,314.91599466003544
0.002,0.0011,0.0,316.75,316.73880795632914
0.002,0.0012,0.0,318.49,318.47808378426856
0.002,0.0013,0.0,320.146,320.13365209055974
0.002,0.0014,0.0,321.72,321.70619847145105
0.002,0.0015,0.0,323.211,323.19710786739523
0.002,0.0016,0.0,324.623,324.6083179744263
0.002,0.0017,0.0,325.958,325.9421865585866
0.002,0.0018,0.0,327.217,327.20137487225213
0.002,0.0019,0.0,328.405,328.3887478380239
0.002,0.002,0.0,329.524,329.50729057145986
0.002,0.0021,0.0,330.578,330.560040100495
0.002,0.0022,0.0,331.568,331.5500307314771
0.002,0.0023,0.0,332.499,332.48025133261297
0.002,0.0024,0.0,333.373,333.3536127867224
0.002,0.0025,0.0,334.193,334.1729239502545
0.002,0.0026,0.0,334.961,334.9408746013024
0.002,0.0027,0.0,335.68,335.6600240345083
0.002,0.0028,0.0,336.354,336.3327941438484
0.002,0.0029,0.0,336.983,336.9614660116024
0.002,0.003,0.0,337.57,337.5481791853162
0.002,0.0031,0.0,338.117,338.0949329702546
0.002,0.0032,0.0,338.626,338.6035891913703
0.002,0.0033,0.0,339.098,339.0758759865361
0.002,0.0034,0.0,339.536,339.5133922830405
0.002,0.0035,0.0,339.941,339.91761268394157
0.002,0.0036,0.0,340.313,340.28989255182915
0.002,0.0037,0.0,340.655,340.6314731268255
0.002,0.0038,0.0,340.967,340.94348655512226
0.002,0.0039,0.0,341.251,341.2269607356558
0.002,0.004,0.0,341.507,341.4828239171138
0.002,0.0041,0.0,341.736,341.71190899658677
0.002,0.0042,0.0,341.939,341.9149574858632
0.002,0.0043,0.0,342.117,342.09262312249666
0.002,0.0044,0.0,342.27,342.24547511105106
0.002,0.0045,0.0,342.399,342.37400098595333
0.002,0.0046,0.0,342.503,342.4786090916211
0.002,0.0047,0.0,342.584,342.55963067837627
0.002,0.0048,0.0,342.642,342.6173216144154
0.002,0.0049,0.0,342.677,342.6518637150424
0.002,0.005,0.0,342.688,342.66336569067994
0.002,0.0051,0.0,342.677,342.6518637150424
0.002,0.0052,0.0,342.642,342.61732161441535
0.002,0.0053,0.0,342.584,342.55963067837627
0.002,0.0054,0.0,342.503,342.4786090916211
0.002,0.0055,0.0,342.399,342.37400098595333
0.002,0.0056,0.0,342.27,342.24547511105106
0.002,0.0057,0.0,342.117,342.09262312249666
0.002,0.0058,0.0,341.939,341.9149574858632
0.002,0.0059,0.0,341.736,341.71190899658677
0.002,0.006,0.0,341.507,341.4828239171138
0.002,0.0061,0.0,341.251,341.2269607356558
0.002,0.0062,0.0,340.967,340.94348655512226
0.002,0.0063,0.0,340.655,340.6314731268255
0.002,0.0064,0.0,340.313,340.2898925518292
0.002,0.0065,0.0,339.941,339.91761268394157
0.002,0.0066,0.0,339.536,339.5133922830405
0.002,0.0067,0.0,339.098,339.0758759865362
0.002,0.0068,0.0,338.626,338.6035891913703
0.002,0.0069,0.0,338.117,338.09493297025466
0.002,0.007,0.0,337.57,337.5481791853162
0.002,0.0071,0.0,336.983,336.9614660116024
0.002,0.0072,0.0,336.354,336.3327941438484
0.002,0.0073,0.0,335.68,335.6600240345083
0.002,0.0074,0.0,334.961,334.9408746013024
0.002,0.0075,0.0,334.193,334.1729239502545
0.002,0.0076,0.0,333.373,333.3536127867224
0.002,0.0077,0.0,332.499,332.48025133261297
0.002,0.0078,0.0,331.568,331.5500307314771
0.002,0.0079,0.0,330.578,330.560040100495
0.002,0.008,0.0,329.524,329.50729057145986
0.002,0.0081,0.0,328.405,328.3887478380239
0.002,0.0082,0.0,327.217,327.20137487225213
0.002,0.0083,0.0,325.957,325.9421865585867
0.002,0.0084,0.0,324.623,324.6083179744263
0.002,0.0085,0.0,323.211,323.19710786739523
0.002,0.0086,0.0,321.719,321.70619847145105
0.002,0.0087,0.0,320.146,320.1336520905598
0.002,0.0088,0.0,318.49,318.47808378426856
0.002,0.0089,0.0,316.75,316.73880795632914
0.002,0.009,0.0,314.926,314.9159946600355
0.002,0.0091,0.0,313.02,313.0108290507284
0.002,0.0092,0.0,311.034,311.02566480425065
0.002,0.0093,0.0,308.972,308.96415978355947
0.002,0.0094,0.0,306.838,306.8313802197675
0.002,0.0095,0.0,304.639,304.633858732017
0.002,0.0096,0.0,302.384,302.3795922159202
0.002,0.0097,0.0,300.081,300.07796843263804
0.002,0.0098,0.0,297.742,297.7396151820974
0.002,0.0099,0.0,295.377,295.37617294397273
0.002,0.01,0.0,293.0,293.0
0.0021,0.0,0.0,293.0,293.0
0.0021,0.0001,0.0,295.249,295.2474979072959
0.0021,0.0002,0.0,297.486,297.48397516822786
0.0021,0.0003,0.0,299.702,299.69870356459546
0.0021,0.0004,0.0,301.886,301.8815204112573
0.0021,0.0005,0.0,304.029,304.0230653533862
0.0021,0.0006,0.0,306.122,306.1149681044252
0.0021,0.0007,0.0,308.158,308.1499797305385
0.0021,0.0008,0.0,310.131,310.1220456744754
0.0021,0.0009,0.0,312.036,312.0263237148246
0.0021,0.001,0.0,313.87,313.8591538977685
0.0021,0.0011,0.0,315.629,315.6179898838198
0.0021,0.0012,0.0,317.313,317.3013021345626
0.0021,0.0013,0.0,318.921,318.90846314777974
0.0021,0.0014,0.0,320.453,320.4396238692663
0.0021,0.0015,0.0,321.91,321.8955888233415
0.0021,0.0016,0.0,323.293,323.2776957257966
0.0021,0.0017,0.0,324.603,324.58770361011534
0.0021,0.0018,0.0,325.844,325.82769196294026
0.0021,0.0019,0.0,327.017,326.99997210534843
0.0021,0.002,0.0,328.125,328.1070110924867
0.0021,0.0021,0.0,329.17,329.1513677174303
0.0021,0.0022,0.0,330.154,330.1356397566502
0.0021,0.0023,0.0,331.082,331.0624213368975
0.0021,0.0024,0.0,331.954,331.9342691896301
0.0021,0.0025,0.0,332.774,332.75367654746316
0.0021,0.0026,0.0,333.544,333.52305349295153
0.0021,0.0027,0.0,334.266,334.2447126664334
0.0021,0.0028,0.0,334.942,334.92085935682866
0.0021,0.0029,0.0,335.575,335.55358512330815
0.0021,0.003,0.0,336.167,336.1448642174413
0.0021,0.0031,0.0,336.719,336.69655218919127
0.0021,0.0032,0.0,337.233,337.21038616290383
0.0021,0.0033,0.0,337.711,337.68798635997155
0.0021,0.0034,0.0,338.154,338.13085852304636
0.0021,0.0035,0.0,338.564,338.5403969631374
0.0021,0.0036,0.0,338.942,338.9178880066821
0.0021,0.0037,0.0,339.289,339.2645136659135
0.0021,0.0038,0.0,339.606,339.5813553938083
0.0021,0.0039,0.0,339.894,339.86939781577297
0.0021,0.004,0.0,340.154,340.1295323551232
0.0021,0.0041,0.0,340.388,340.36256068930277
0.0021,0.0042,0.0,340.594,340.56919798954544
0.0021,0.0043,0.0,340.775,340.7500759090345
0.0021,0.0044,0.0,340.931,340.90574529419564
0.0021,0.0045,0.0,341.062,341.0366786010901
0.0021,0.0046,0.0,341.169,341.1432720044009
0.0021,0.0047,0.0,341.251,341.2258471905913
0.0021,0.0048,0.0,341.31,341.2846528297624
0.0021,0.0049,0.0,341.346,341.3198657228052
0.0021,0.005,0.0,341.357,341.3315916218351
0.0021,0.0051,0.0,341.346,341.3198657228052
0.0021,0.0052,0.0,341.31,341.2846528297624
0.0021,0.0053,0.0,341.251,341.2258471905913
0.0021,0.0054,0.0,341.169,341.1432720044009
0.0021,0.0055,0.0,341.062,341.0366786010901
0.0021,0.0056,0.0,340.931,340.90574529419564
0.0021,0.0057,0.0,340.775,340.7500759090345
0.0021,0.0058,0.0,340.594,340.56919798954544
0.0021,0.0059,0.0,340.388,340.36256068930277
0.0021,0.006,0.0,340.154,340.1295323551232
0.0021,0.0061,0.0,339.894,339.86939781577297
0.0021,0.0062,0.0,339.606,339.5813553938083
0.0021,0.0063,0.0,339.289,339.26451366591357
0.0021,0.0064,0.0,338.942,338.9178880066821
0.0021,0.0065,0.0,338.564,338.5403969631374
0.0021,0.0066,0.0,338.154,338.13085852304636
0.0021,0.0067,0.0,337.711,337.68798635997155
0.0021,0.0068,0.0,337.233,337.21038616290383
0.0021,0.0069,0.0,336.719,336.69655218919127
0.0021,0.007,0.0,336.167,336.1448642174413
0.0021,0.0071,0.0,335.575,335.55358512330815
0.0021,0.0072,0.0,334.942,334.9208593568287
0.0021,0.0073,0.0,334.266,334.2447126664334
0.0021,0.0074,0.0,333.544,333.5230534929516
0.0021,0.0075,0.0,332.774,332.75367654746316
0.0021,0.0076,0.0,331.954,331.9342691896301
0.0021,0.0077,0.0,331.082,331.0624213368975
0.0021,0.0078,0.0,330.154,330.1356397566502
0.0021,0.0079,0.0,329.17,329.1513677174303
0.0021,0.008,0.0,328.125,328.1070110924867
0.0021,0.0081,0.0,327.017,326.99997210534843
0.0021,0.0082,0.0,325.844,325.82769196294026
0.0021,0.0083,0.0,324.603,324.58770361011534
0.0021,0.0084,0.0,323.293,323.2776957257966
0.0021,0.0085,0.0,321.91,321.89558882334154
0.0021,0.0086,0.0,320.453,320.43962386926637
0.0021,0.0087,0.0,318.921,318.90846314777974
0.0021,0.0088,0.0,317.313,317.3013021345626
0.0021,0.0089,0.0,315.629,315.6179898838198
0.0021,0.009,0.0,313.87,313.8591538977686
0.0021,0.0091,0.0,312.036,312.0263237148246
0.0021,0.0092,0.0,310.131,310.1220456744754
0.0021,0.0093,0.0,308.158,308.1499797305385
0.0021,0.0094,0.0,306.122,306.1149681044252
0.0021,0.0095,0.0,304.029,304.02306535338624
0.0021,0.0096,0.0,301.886,301.8815204112574
0.0021,0.0097,0.0,299.702,299.69870356459546
0.0021,0.0098,0.0,297.486,297.48397516822786
0.0021,0.0099,0.0,295.249,295.24749790729584
0.0021,0.01,0.0,293.0,293.0
0.0022,0.0,0.0,293.0,293.0
0.0022,0.0001,0.0,295.131,295.1298928038104
0.0022,0.0002,0.0,297.253,297.2501793047336
0.0022,0.0003,0.0,299.355,299.35148535819
0.0022,0.0004,0.0,301.43,301.42488711916513
0.0022,0.0005,0.0,303.468,303.4621027016857
0.0022,0.0006,0.0,305.463,305.45564772565075
0.0022,0.0007,0.0,307.407,307.39894876166835
0.0022,0.0008,0.0,309.295,309.2864125693373
0.0022,0.0009,0.0,311.123,311.1134526195302
0.0022,0.001,0.0,312.887,312.87647729219117
0.0022,0.0011,0.0,314.584,314.5728461229085
0.0022,0.0012,0.0,316.213,316.20080149026506
0.0022,0.0013,0.0,317.773,317.75938329323543
0.0022,0.0014,0.0,319.262,319.2483336555762
0.0022,0.0015,0.0,320.683,320.6679977384488
0.0022,0.0016,0.0,322.035,322.0192255592401
0.0022,0.0017,0.0,323.319,323.3032784811107
0.0022,0.0018,0.0,324.539,324.52174288131636
0.0022,0.0019,0.0,325.694,325.67645250409794
0.0022,0.002,0.0,326.788,326.7694201912659
0.0022,0.0021,0.0,327.821,327.80277906490096
0.0022,0.0022,0.0,328.798,328.7787327962708
0.0022,0.0023,0.0,329.719,329.6995143068213
0.0022,0.0024,0.0,330.588,330.56735208082506
0.0022,0.0025,0.0,331.405,331.3844431955218
0.0022,0.0026,0.0,332.174,332.1529321672333
0.0022,0.0027,0.0,332.897,332.8748947492626
0.0022,0.0028,0.0,333.574,333.5523258823063
0.0022,0.0029,0.0,334.21,334.1871310778197
0.0022,0.003,0.0,334.804,334.78112060010403
0.0022,0.0031,0.0,335.359,335.3360058976254
0.0022,0.0032,0.0,335.877,335.8533978142651
0.0022,0.0033,0.0,336.359,336.33480618457713
0.0022,0.0034,0.0,336.806,336.78164048259174
0.0022,0.0035,0.0,337.22,337.1952112509817
0.0022,0.0036,0.0,337.601,337.57673208674083
0.0022,0.0037,0.0,337.952,337.927322001458
0.0022,0.0038,0.0,338.273,338.24800800952164
0.0022,0.0039,0.0,338.565,338.53972782693546
0.0022,0.004,0.0,338.829,338.8033325876346
0.0022,0.0041,0.0,339.065,339.0395895040074
0.0022,0.0042,0.0,339.275,339.2491844144071
0.0022,0.0043,0.0,339.459,339.43272417339847
0.0022,0.0044,0.0,339.617,339.5907388508312
0.0022,0.0045,0.0,339.75,339.7236837140422
0.0022,0.0046,0.0,339.858,339.83194097393385
0.0022,0.0047,0.0,339.942,339.91582128070365
0.0022,0.0048,0.0,340.002,339.9755649588841
0.0022,0.0049,0.0,340.038,340.01134297434317
0.0022,0.005,0.0,340.05,340.0232576281926
0.0022,0.0051,0.0,340.038,340.01134297434317
0.0022,0.0052,0.0,340.002,339.9755649588841
0.0022,0.0053,0.0,339.942,339.91582128070365
0.0022,0.0054,0.0,339.858,339.83194097393385
0.0022,0.0055,0.0,339.75,339.7236837140422
0.0022,0.0056,0.0,339.617,339.5907388508312
0.0022,0.0057,0.0,339.459,339.43272417339847
0.0022,0.0058,0.0,339.275,339.2491844144071
0.0022,0.0059,0.0,339.065,339.0395895040074
0.0022,0.006,0.0,338.829,338.8033325876346
0.0022,0.0061,0.0,338.565,338.53972782693546
0.0022,0.0062,0.0,338.273,338.24800800952164
0.0022,0.0063,0.0,337.952,337.927322001458
0.0022,0.0064,0.0,337.601,337.57673208674083
0.0022,0.0065,0.0,337.22,337.1952112509817
0.0022,0.0066,0.0,336.806,336.78164048259174
0.0022,0.0067,0.0,336.359,336.33480618457713
0.0022,0.0068,0.0,335.877,335.8533978142651
0.0022,0.0069,0.0,335.359,335.33600589762545
0.0022,0.007,0.0,334.804,334.78112060010403
0.0022,0.0071,0.0,334.21,334.1871310778197
0.0022,0.0072,0.0,333.574,333.5523258823063
0.0022,0.0073,0.0,332.897,332.8748947492626
0.0022,0.0074,0.0,332.174,332.1529321672333
0.0022,0.0075,0.0,331.405,331.3844431955218
0.0022,0.0076,0.0,330.588,330.56735208082506
0.0022,0.0077,0.0,329.719,329.69951430682124
0.0022,0.0078,0.0,328.798,328.7787327962708
0.0022,0.0079,0.0,327.821,327.80277906490096
0.0022,0.008,0.0,326.788,326.7694201912659
0.0022,0.0081,0.0,325.694,325.676452504098
0.0022,0.0082,0.0,324.539,324.52174288131636
0.0022,0.0083,0.0,323.319,323.30327848111074
0.0022,0.0084,0.0,322.035,322.0192255592401
0.0022,0.0085,0.0,320.683,320.66799773844883
0.0022,0.0086,0.0,319.262,319.24833365557623
0.0022,0.0087,0.0,317.773,317.7593832932355
0.0022,0.0088,0.0,316.213,316.2008014902651
0.0022,0.0089,0.0,314.584,314.5728461229085
0.0022,0.009,0.0,312.887,312.8764772921912
0.0022,0.0091,0.0,311.123,311.1134526195302
0.0022,0.0092,0.0,309.295,309.2864125693373
0.0022,0.0093,0.0,307.407,307.39894876166835
0.0022,0.0094,0.0,305.463,305.45564772565075
0.0022,0.0095,0.0,303.468,303.4621027016857
0.0022,0.0096,0.0,301.43,301.42488711916513
0.0022,0.0097,0.0,299.355,299.35148535819
0.0022,0.0098,0.0,297.253,297.2501793047336
0.0022,0.0099,0.0,295.131,295.1298928038104
0.0022,0.01,0.0,293.0,293.0
0.0023,0.0,0.0,293.0,293.0
0.0023,0.0001,0.0,295.023,295.021933093593
0.0023,0.0002,0.0,297.038,297.0354396887617
0.0023,0.0003,0.0,299.036,299.03227945918445
0.0023,0.0004,0.0,301.009,301.0045741124604
0.0023,0.0005,0.0,302.951,302.9449636798401
0.0023,0.0006,0.0,304.854,304.8467359008114
0.0023,0.0007,0.0,306.712,306.70392388079193
0.0023,0.0008,0.0,308.52,308.51136993233507
0.0023,0.0009,0.0,310.275,310.26475611049864
0.0023,0.001,0.0,311.972,311.96060413879366
0.0023,0.0011,0.0,313.608,313.5962490175031
0.0023,0.0012,0.0,315.183,315.1697915498845
0.0023,0.0013,0.0,316.694,316.6800353513679
0.0023,0.0014,0.0,318.141,318.1264137285087
0.0023,0.0015,0.0,319.524,319.5089112688535
0.0023,0.0016,0.0,320.844,320.82798421534903
0.0023,0.0017,0.0,322.101,322.0844828380578
0.0023,0.0018,0.0,323.297,323.2795781619944
0.0023,0.0019,0.0,324.433,324.41469463137736
0.0023,0.002,0.0,325.51,325.4914496267547
0.0023,0.0021,0.0,326.531,326.51160021789065
0.0023,0.0022,0.0,327.497,327.47699713056863
0.0023,0.0023,0.0,328.41,328.3895456174326
0.0023,0.0024,0.0,329.272,329.25117273395864
0.0023,0.0025,0.0,330.085,330.0638004111186
0.0023,0.0026,0.0,330.851,330.8293236674987
0.0023,0.0027,0.0,331.572,331.54959329888555
0.0023,0.0028,0.0,332.249,332.2264024087099
0.0023,0.0029,0.0,332.885,332.86147618717655
0.0023,0.003,0.0,333.48,333.45646440197936
0.0023,0.0031,0.0,334.037,334.01293612307217
0.0023,0.0032,0.0,334.557,334.53237626376745
0.0023,0.0033,0.0,335.041,335.0161835776693
0.0023,0.0034,0.0,335.49,335.4656698039173
0.0023,0.0035,0.0,335.907,335.88205970103604
0.0023,0.0036,0.0,336.292,336.26649175202175
0.0023,0.0037,0.0,336.646,336.6200193602032
0.0023,0.0038,0.0,336.969,336.9436123871693
0.0023,0.0039,0.0,337.264,337.2381589110909
0.0023,0.004,0.0,337.531,337.5044671065529
0.0023,0.0041,0.0,337.77,337.74326716607084
0.0023,0.0042,0.0,337.982,337.9552131992806
0.0023,0.0043,0.0,338.168,338.1408850588192
0.0023,0.0044,0.0,338.328,338.3007900525894
0.0023,0.0045,0.0,338.462,338.4353645107854
0.0023,0.0046,0.0,338.572,338.5449751831013
0.0023,0.0047,0.0,338.657,338.6299204472226
0.0023,0.0048,0.0,338.718,338.69043131428475
0.0023,0.0049,0.0,338.754,338.72667222069026
0.0023,0.005,0.0,338.766,338.73874159869445
0.0023,0.0051,0.0,338.754,338.72667222069026
0.0023,0.0052,0.0,338.718,338.69043131428475
0.0023,0.0053,0.0,338.657,338.6299204472226
0.0023,0.0054,0.0,338.572,338.5449751831013
0.0023,0.0055,0.0,338.462,338.4353645107854
0.0023,0.0056,0.0,338.328,338.3007900525894
0.0023,0.0057,0.0,338.168,338.1408850588192
0.0023,0.0058,0.0,337.982,337.9552131992806
0.0023,0.0059,0.0,337.77,337.74326716607084
0.0023,0.006,0.0,337.531,337.5044671065529
0.0023,0.0061,0.0,337.264,337.2381589110909
0.0023,0.0062,0.0,336.969,336.9436123871693
0.0023,0.0063,0.0,336.646,336.62001936020323
0.0023,0.0064,0.0,336.292,336.26649175202175
0.0023,0.0065,0.0,335.907,335.88205970103604
0.0023,0.0066,0.0,335.49,335.46566980391736
0.0023,0.0067,0.0,335.041,335.0161835776693
0.0023,0.0068,0.0,334.557,334.53237626376745
0.0023,0.0069,0.0,334.037,334.01293612307217
0.0023,0.007,0.0,333.48,333.45646440197936
0.0023,0.0071,0.0,332.885,332.86147618717655
0.0023,0.0072,0.0,332.249,332.22640240870993
0.0023,0.0073,0.0,331.572,331.54959329888555
0.0023,0.0074,0.0,330.851,330.8293236674987
0.0023,0.0075,0.0,330.085,330.0638004111186
0.0023,0.0076,0.0,329.272,329.25117273395864
0.0023,0.0077,0.0,328.41,328.3895456174326
0.0023,0.0078,0.0,327.497,327.47699713056863
0.0023,0.0079,0.0,326.531,326.51160021789065
0.0023,0.008,0.0,325.51,325.4914496267547
0.0023,0.0081,0.0,324.433,324.41469463137736
0.0023,0.0082,0.0,323.297,323.2795781619944
0.0023,0.0083,0.0,322.101,322.0844828380578
0.0023,0.0084,0.0,320.844,320.82798421534903
0.0023,0.0085,0.0,319.524,319.5089112688535
0.0023,0.0086,0.0,318.141,318.12641372850874
0.0023,0.0087,0.0,316.694,316.68003535136796
