m,d_star_dFS,theta_dFS,H,Rex_Cf,lambda,Tau
-0.0904,2.885734275323497,0.9061831399952655,3.1844934516642787,0.08137676677064978,-0.07423357664233576,0.07374225403488979
-0.08,2.591993248917134,0.8660254037844386,2.992976,0.1291878962338706,-0.06000000000000001,0.11187999999999995
-0.05,2.13403086488701,0.7745966692414834,2.755022,0.22160565209774472,-0.030000000000000002,0.171655
0.0,1.7508412263823352,0.6708203932499369,2.61,0.32795663669996916,0.0,0.22
0.3,1.0269850518807973,0.4242640687119285,2.4206269812071004,0.7011160793711814,0.054000000000000006,0.2974583604733728
0.6,0.7980108071688333,0.33541019662496846,2.3792085488119836,0.941256100443405,0.0675,0.31570689372417354
1.0,0.6454497238464103,0.27386127875258304,2.356849156574394,1.1891504077573296,0.075,0.3256622512975778
2.0,0.47266147423165206,0.20225995873897262,2.3369008734034558,1.6542762393527506,0.08181818181818182,0.33459384391435015
