eta,f,g,h
0.0,0.0,0.0,0.7254809714331578
0.05,0.0008974735959830869,0.03589898526423691,0.7104798353835935
0.1,0.003571144715002922,0.07104798353835935,0.6954786993340292
0.15000000000000002,0.007983510531482425,0.10544685519763983,0.6804741851736785
0.2,0.014097059780350838,0.1390954020557272,0.6654656373085573
0.25,0.02187427111801678,0.17199341892849557,0.6504534203921386
0.30000000000000004,0.031277614033941775,0.20414074409494107,0.6354388967929253
0.35000000000000003,0.04226955225648187,0.2355373086077881,0.6204244028533209
0.4,0.05481254959364327,0.26618318438027316,0.6054132234407156
0.45,0.0688690781451285,0.29607863095185966,0.5904095643420659
0.5,0.0844016288166588,0.32522414081447976,0.5754185221054792
0.55,0.10137272406117546,0.3536204831624076,0.560446050986711
0.6000000000000001,0.1197449327642863,0.38126874591315085,0.5454989267151605
0.65,0.13948088718337137,0.4081703758339236,0.530584706853004
0.7000000000000001,0.160543301841246,0.43432721659845125,0.5157116875823337
0.75,0.18289499426634886,0.459741544592157,0.5008888568182202
0.8,0.20649890746223867,0.48441610228027326,0.4861258436102578
0.8500000000000001,0.23131813397990333,0.5083541289531828,0.4714328638607018
0.9,0.25731594145717873,0.5315593886663434,0.4568206624531135
0.9500000000000001,0.2844557994805999,0.5540361951984941,0.4423004519509288
1.0,0.3127014076164323,0.5757894338614363,0.4278838480895242
1.05,0.34201672444961617,0.5968245800074465,0.41358280234749856
1.1,0.3723659974620536,0.6171477140961862,0.3994095319420121
1.1500000000000001,0.40371379357522985,0.6367655332016477,0.3853764476482102
1.2000000000000002,0.43602503017671995,0.6556853588610072,0.37149607989327316
1.25,0.46926500644581876,0.6739151411909751,0.3577810036203033
1.3,0.5033994347904575,0.6914634592230375,0.34424376245563826
1.35,0.5383944722058281,0.7083395174365389,0.33089679274427297
1.4000000000000001,0.5742167513648081,0.7245531384974648,0.31775234804137464
1.4500000000000002,0.6108334112514162,0.7401147522406764,0.3048224246629172
1.5,0.6482121271511819,0.7550353809637566,0.2921186889047356
1.55,0.6863211398164771,0.7693266211311499,0.2796524065368311
1.6,0.7251292836305503,0.7830006216174397,0.26743437516824176
1.6500000000000001,0.7646060136011781,0.7960700586479741,0.255474860057463
1.7000000000000002,0.8047214310234639,0.808548107623186,0.24378353391454
1.75,0.8454463076612908,0.8204484120394281,0.23236942120402393
1.8,0.8867521083081885,0.8317850497435884,0.22124084741338423
1.85,0.9286110116007882,0.8425724967807665,0.2104053937001582
1.9000000000000001,0.9709959289714849,0.8528255891136042,0.19986985727386886
1.9500000000000002,1.0138805216412627,0.8625594825081534,0.1896402178064227
2.0,1.0572392155687111,0.8717896108942464,0.17972161009850884
2.0500000000000003,1.1010472142868986,0.8805316435180043,0.17011830316048915
2.1,1.1452805095758056,0.8888014412102954,0.16083368579556057
2.15,1.1899158899342768,0.8966150120975603,0.15187025870169957
2.2,1.2349309468317426,0.9039884670804653,0.14322963303841307
2.25,1.2803040787361326,0.9109379754014016,0.13491253533552627
2.3000000000000003,1.326014492930245,0.917479720614018,0.12691881855520837
2.35,1.3720422051442307,0.9236298572569225,0.11924747905642463
2.4000000000000004,1.4183680370465983,0.9294044685196604,0.1118966791535625
2.45,1.4649736116501366,0.9348195251722787,0.1048637749089798
2.5,1.5118413467022322,0.9398908460105584,0.09814534875365544
2.5500000000000003,1.5589544461411329,0.9446340600476443,0.09173724649085391
2.6,1.6062968897106613,0.9490645706596438,0.08563461820569551
2.6500000000000004,1.6538534208356532,0.9531975218682138,0.07983196257885905
2.7,1.7016095328688983,0.9570477669175297,0.07432317408512468
2.75,1.74955145382758,0.9606298392767263,0.06910159254750692
2.8000000000000003,1.7976661297430954,0.9639579261722804,0.06416005451486129
2.85,1.8459412067526961,0.9670458447282124,0.05949094593490911
2.9000000000000004,1.8943650120646323,0.9699070207657713,0.05508625560516456
2.95,1.9429265339304207,0.9725544702887289,0.05093762890089004
3.0,1.991615400758559,0.9750007836558603,0.047036421301263065
3.0500000000000003,2.0404218595034935,0.9772581124188552,0.04337375126185927
3.1,2.0893367534620277,0.9793381587820462,0.03994055201275826
3.1500000000000004,2.1383514996066535,0.981252167620131,0.036727621896145424
3.2,2.18745806558166,0.9830109209716608,0.0337256728946711
3.25,2.236648946483329,0.9846247349095981,0.030925377041377544
3.3000000000000003,2.285917141540246,0.9861034586757985,0.028317410442810775
3.35,2.335256130803784,0.9874564759538792,0.025892494688447565
3.4000000000000004,2.384659851952276,0.9886927081446433,0.023641435461211335
3.45,2.434122677305412,0.9898206195000003,0.021555158204860092
3.5,2.4836393911380203,0.9908482239651293,0.01962474074404197
3.5500000000000003,2.5332051673747857,0.9917830935744045,0.017841442791159956
3.6,2.582815547739672,0.9926323682442453,0.01619673231064045
3.6500000000000004,2.6324664204259602,0.9934027668054686,0.014682308745271877
3.7,2.6821539993449663,0.9941005991187725,0.013290123140651255
3.75,2.7318748040037515,0.9947317791195337,0.012012395232403605
3.8000000000000003,2.7816256400545427,0.9953018386420128,0.010841627586349878
3.85,2.8314035805512168,0.9958159418781687,0.009770616904168916
3.9000000000000004,2.881205947941108,0.9962789003324297,0.00879246262639799
3.95,2.931030296813653,0.9966951881408085,0.007900572980670262
4.0,2.9808743974209913,0.9970689576304967,0.007088668636016093
4.05,3.0307362199796564,0.9974040550044101,0.006350784134059317
4.1000000000000005,3.080613919756942,0.9977040360439027,0.005681267275022828
4.15,3.1305058229404032,0.9979721817319124,0.005074776640811018
4.2,3.1804104132843034,0.9982115137079838,0.004526277439360626
4.25,3.2303263195226215,0.9984248094758484,0.004031035854019649
4.3,3.2802523035344886,0.9986146172933857,0.003584612079132743
4.3500000000000005,3.3301872492446485,0.9987832706837617,0.0031828522187915542
4.4,3.380130152238687,0.9989329025152649,0.0028218792197487463
4.45,3.4300801100703624,0.9990654586057366,0.0024980830020582268
4.5,3.48003631323637,0.9991827108154707,0.002208109942735126
4.55,3.5299980367922417,0.9992862696000101,0.001948851858337708
4.6000000000000005,3.579964632581847,0.9993775960013045,0.0017174346222892378
4.65,3.6299355220520297,0.999458013062239,0.0015112065423039667
4.7,3.6799101896233353,0.9995287166555349,0.0013277266124278597
4.75,3.7298881765874485,0.9995907857234818,0.0011647527433356064
4.800000000000001,3.779869075501926,0.9996451919298684,0.0010202300635397954
4.8500000000000005,3.8298525250529734,0.9996928087298358,0.0008922793734256196
4.9,3.8798382053574,0.999734419867211,0.0007791858236161353
4.95,3.929825833675455,0.9997707273121974,0.0006793878790622987
5.0,3.9798151605069476,0.9998023586551172,0.0005914666206119357
5.050000000000001,4.029805966043908,0.9998298739742586,0.000514135426795681
5.1000000000000005,4.079798056953995,0.9998537721977968,0.00044623007003696813
5.15,4.129791263469892,0.9998744969812623,0.00038669925368384206
5.2,4.179785436761029,0.9998924421231652,0.0003345956089872981
5.25,4.229780446565126,0.999907956542161,0.000289067164647161
5.300000000000001,4.279776179058238,0.9999213488396299,0.00024934929567121955
5.3500000000000005,4.3297725349431575,0.9999328914717281,0.00021475715300312004
5.4,4.379769427737269,0.9999428245549302,0.00018467857085480155
5.45,4.4297667822421065,0.9999513593288136,0.0001585674446458185
5.5,4.479764533178069,0.9999586812993948,0.00013593756909791033
5.550000000000001,4.529762623968885,0.9999649530857234,0.00011635692309774903
5.6000000000000005,4.579761005661541,0.9999703169917046,9.944238574699504e-05
5.65,4.629759635968458,0.9999748973242981,8.485486607923143e-05
5.7,4.679758478419749,0.9999788024783125,7.229482747672655e-05
5.75,4.72975750161436,0.9999821268070458,6.149818687739561e-05
5.800000000000001,4.779756678559851,0.9999849522970002,5.223256811515142e-05
5.8500000000000005,4.82975598609144,0.9999873500638573,4.4293888422641814e-05
5.9,4.879755404361785,0.9999893816858425,3.7503256996584966e-05
5.95,4.9297549163937475,0.999991100389557,3.17041647102112e-05
6.0,4.979754507689108,0.9999925521023135,2.675994439482743e-05
6.050000000000001,5.029754165886893,0.9999937763839964,2.255148158325504e-05
6.1000000000000005,5.079753880465578,0.9999948072504719,1.8975156351741518e-05
6.15,5.12975364248403,0.9999956738996316,1.5940997610819352e-05
6.2,5.179753444356579,0.9999964013502329,1.3371031988285154e-05
6.25,5.229753279658073,0.9999970110028304,1.1197810466656577e-05
6.300000000000001,5.279753142955254,0.9999975211312796,9.363096838965745e-06
6.3500000000000005,5.3297530296611635,0.9999979473125143,7.816702962681887e-06
6.4,5.379752935909666,0.9999983028015759,6.515456869582437e-06
6.45,5.429752858447517,0.9999985988582013,5.422290719758749e-06
6.5,5.479752794541692,0.9999988450306478,4.505436557167286e-06
6.550000000000001,5.529752741899963,0.999999049401857,3.73771872674844e-06
6.6000000000000005,5.579752698602954,0.9999992188025205,3.095932774588306e-06
6.65,5.629752663046133,0.9999993589951345,2.5603015019193265e-06
6.7,5.679752633890365,0.9999994748326707,2.1139996331243083e-06
6.75,5.729752610019845,0.9999995703950978,1.7427393672608815e-06
6.800000000000001,5.779752590506383,0.9999996491066074,1.4344098131502392e-06
6.8500000000000005,5.829752574579119,0.9999997138360791,1.17876401195538e-06
6.9,5.879752561598911,0.9999997669830086,9.671478073958184e-07
6.95,5.929752551036693,0.9999998105508598,7.922655109737775e-07
7.0,5.979752542455239,0.9999998462095597,6.479777958645627e-07
7.050000000000001,6.029752535493813,0.9999998753486394,5.291277449526177e-07
7.1000000000000005,6.079752529855275,0.9999998991223342,4.3139146588266897e-07
7.15,6.129752525295273,0.999999918487786,3.5115006458141806e-07
7.2,6.179752521613192,0.9999999342373407,2.853801195357164e-07
7.25,6.229752518644601,0.999999947025798,2.31560257635266e-07
7.300000000000001,6.279752516254941,0.9999999573933664,1.8759155118175386e-07
7.3500000000000005,6.329752514334286,0.9999999657849531,1.517298553466162e-07
7.4,6.379752512792978,0.999999972566352,1.2252845071891727e-07
7.45,6.429752511558007,0.9999999780377982,9.87894510640075e-08
7.5,6.479752510570025,0.9999999824452971,7.952277614187153e-08
7.550000000000001,6.52975250978086,0.9999999859900758,6.391156270879605e-08
7.6000000000000005,6.579752509151485,0.9999999888364534,5.128305669011013e-08
7.65,6.629752508650324,0.9999999911183814,4.108417495096717e-08
7.7,6.67975250825188,0.9999999929448709,3.286101946109454e-08
7.75,6.7297525079355935,0.9999999944044834,2.6241756545530848e-08
7.800000000000001,6.779752507684916,0.9999999955690465,2.0922320542737793e-08
7.8500000000000005,6.829752507486547,0.9999999964967154,1.665449333998481e-08
7.9,6.879752507329817,0.9999999972344958,1.3236020057760811e-08
7.95,6.929752507206179,0.9999999978203175,1.050237119493147e-08
8.0,6.979752507108799,0.999999998284733,8.319951394497593e-09
8.05,7.02975250703222,0.9999999986523126,6.580480604867489e-09
8.1,7.079752506972093,0.999999998942781,5.196337804491691e-09
